V1,V2,V3,V4,V5
4.546779768,19.48494609,-0.97675892,-1.399805341,0.642537472
4.028151473,19.70927113,-0.855106224,-0.701296292,0.787845319
5.280579094,20.17586986,-0.215012887,0.94942831,0.550182974
3.289170124,18.63237737,-0.040122331,-0.095927483,1.215802639
5.336266915,20.57890714,0.200041096,-0.496446859,-1.57539919
5.555824034,20.34754336,-0.416674843,-0.422094886,0.074182665
5.191986819,19.33634188,0.389963772,-0.162212926,-2.374651183
6.806973251,21.55551062,0.720244794,1.140066175,-0.692932034
5.916917824,21.0574535,0.559701978,1.568338756,-0.073997588
6.200833101,20.56923168,-0.920762349,1.821338746,0.913345557
3.621947402,18.52097717,-0.038986105,1.147613545,2.703186316
5.252765027,19.61559827,-0.790139643,-0.738372417,0.603906399
5.505795601,20.55540169,-0.515909968,0.752538824,1.461563497
6.037841138,21.2058584,0.973325187,-0.249587504,0.037596357
5.650654884,20.52020547,-0.715008914,-0.981317512,0.804624188
5.172289067,21.00065305,-0.002223693,1.363486318,-2.574406703
5.249666821,19.77664411,0.236311469,-1.846294604,-1.473650515
4.471271329,18.92529345,0.404929941,1.607047969,-0.828881441
5.23462051,19.35822939,0.119297367,-0.154090142,-0.16503987
6.250536116,21.33857514,-0.980458305,0.548805907,-2.726107527
4.241912699,19.31855092,-0.347077384,0.637415689,-2.159855415
5.180048836,20.04539117,0.035423287,1.580470963,-1.339114153
6.602047036,21.28012292,-0.824267002,0.546678729,2.829196145
5.212595421,20.68535485,-0.298746138,0.455734339,-1.011917957
5.059310083,19.27085456,-0.933593782,-1.733391838,-0.107753651
4.770229036,19.598015,-0.842843006,0.073632088,-1.823413724
5.523006976,20.79655693,-0.206153448,-1.399323997,0.664680426
3.786865403,19.20334653,-0.734568492,0.949735075,-1.315900707
5.88711005,20.74882607,0.135081697,0.048887683,-1.758044529
4.458985824,19.89526287,0.378929938,0.720911117,0.099435771
5.508555884,20.42552667,0.601173398,-1.833308398,-2.966965205
6.345801879,20.81084201,-0.599699512,-1.660831936,-2.954015804
3.904783301,19.51131228,-0.665034835,0.865293552,-1.685587145
4.845790007,20.29458356,-0.790864319,-1.711662656,-2.779671825
4.791773966,19.50326764,0.272860499,-1.714973089,-2.351845475
4.303839704,19.99167057,0.412951453,-1.951566099,-0.966836104
4.685053946,20.38478386,-0.93682771,1.826005593,1.815514077
7.369628689,22.73719466,0.872424492,0.950033438,0.43229186
4.982017089,19.84829694,-0.896057433,-0.586994366,0.076006356
5.354996579,19.46612874,0.082592671,-0.813857675,-1.239067061
5.134256873,20.29396247,0.418121039,-0.601187081,2.590522317
3.675415812,18.44363832,0.741938247,1.098614125,-0.617909753
5.900218373,20.6758258,0.428173864,0.645482444,-2.477443399
4.034265399,19.18128736,0.603456166,-1.259217729,0.702399097
5.401576289,20.63111646,-0.321099615,-1.303562659,-2.316969639
4.688784905,20.12197611,0.629650227,-1.606417401,-0.928661143
5.757544196,20.61100923,-0.839770307,0.641210879,0.044471632
5.709431644,20.05492786,0.789633312,1.057490649,2.245335148
4.653003922,19.76975139,0.095184752,-0.939814287,-0.038720518
5.047471297,19.94256074,0.63459554,-1.916220156,1.213552596
6.473591908,21.2854736,-0.095363431,-1.67131333,2.956901034
5.513431442,20.15464214,0.28715539,1.871440139,-2.211065281
5.066853348,20.24755038,0.052805322,-0.81822089,-1.351610847
3.122536607,18.20061018,0.463179044,1.076892591,-0.632543546
4.765617544,19.73232432,-0.836740036,0.498654275,-0.469030929
6.876115526,21.86425816,-0.879295832,-0.472241441,-0.533873548
4.390497172,20.49209253,-0.505793532,-1.177250951,2.445666015
5.120062241,20.25491831,-0.68091064,-1.514454327,1.284195867
5.295157202,19.77250849,0.743567133,0.460051872,0.647431285
3.717976768,19.05425144,-0.561572025,1.098535123,-1.143763693
4.432342646,19.02565221,0.951730512,0.575617014,1.942742305
3.946188661,18.31926181,-0.326208416,0.121208533,2.730363069
