Variable 1,Variable 2,Variable 3,Variable 4,Label
0.8484589604224336,0.582262769462682,0.15807879500045346,0.7004020021221253,Group 3
0.3859198168671666,0.8538481922886758,0.8130210849530489,0.2223302912078033,Group 1
0.8098068269245701,0.5660902933989982,0.1421327140666205,0.6159810067290574,Group 3
0.5480263520660856,1.0,0.8746650454713819,0.2660581951402427,Group 1
0.23903364647002073,0.07804503589193106,0.14635932913910493,0.6301558522364769,Group 2
0.7574837227977114,0.6218487704293828,0.22167318019533533,0.9255570243029568,Group 3
0.858585314155883,0.6737250497864377,0.08479081042006613,0.8410820361680711,Group 3
0.13806208233776573,0.06947573219288054,0.25463032978723754,0.6704376067748199,Group 2
0.20282799915579863,0.05919432428628862,0.1891073344556321,0.6567930740823876,Group 2
0.5290788710998222,0.7899144221591611,0.8780484001008656,0.04956643360620735,Group 1
0.9176848379122545,0.6868849779354955,0.07340635925031631,0.7070003566488361,Group 3
0.4207320171478606,0.8150791866103428,0.8224001761481428,0.1275994407793656,Group 1
0.5277608984001282,0.7453555486989476,0.7599337267103279,0.13464598165235453,Group 1
0.9295034778063064,0.6573815961522946,0.09646804032152102,0.7843619825713147,Group 3
0.5305813200693268,0.780146781599641,0.9683598564779027,0.18816809535670767,Group 1
0.37780763915636073,0.8959215934383964,0.8788366539481026,0.17386429887382435,Group 1
0.5154304652834653,0.7999462675641573,0.8948661009916258,0.16678439845070042,Group 1
0.705560303855617,0.6249556654495331,0.13515227113339412,0.6896146448285542,Group 3
0.13995880185334336,0.11454939125632638,0.15317299179076432,0.605468781485066,Group 2
0.8030037694674435,0.6415293684089161,0.2185442671498594,0.7834037237825362,Group 3
0.41183160163191235,0.9107345063513514,0.905076860768013,0.14185275200026268,Group 1
0.8224072162933048,0.5803810724023004,0.18886468689083086,0.7545060256227194,Group 3
0.29285802046357573,0.1365878151097031,0.22413750568647053,0.4772977748240918,Group 2
0.8449478258568193,0.6411192307105188,0.14106796859491635,0.6775419178446985,Group 3
0.7612089361628352,0.6203302963741029,0.13343138426633924,0.7367484784175893,Group 3
0.030980588121091508,0.202827988625982,0.18311728169672054,0.5847932261820379,Group 2
0.8441158359402473,0.576589730976973,0.12694287784782463,0.6952017712116286,Group 3
0.9677844345229155,0.6483105587208665,0.1388617685386477,0.6288659007637137,Group 3
0.7585883429035712,0.6679874729633566,0.11187312364948622,0.7684260895854397,Group 3
0.2893239961012156,0.1687419733277584,0.1755518238195328,0.542206440031705,Group 2
0.5734513142127434,0.8227884016616368,0.8451848948434818,0.10057168412097361,Group 1
0.5469777388818816,0.7866799840445375,0.8510992739980666,0.23632314491470455,Group 1
0.9138803536881958,0.580065170224332,0.20968803224978505,0.7318718166351664,Group 3
0.8934332277022982,0.6376547737397589,0.045085504282373075,0.7108540906469545,Group 3
0.5765636673171367,0.8434230417811621,0.8867573970770606,0.22689917023670733,Group 1
0.9366959071087715,0.6412431611284383,0.12377365357814553,0.6785968439271511,Group 3
0.9990665154017997,0.668901066241616,0.18626879340292873,0.7987175442467179,Group 3
0.8342006290037688,0.6451843732077674,0.14574637172852978,0.6946548163933124,Group 3
0.13918952710141472,0.2124367555453616,0.16304262880408704,0.6091078253460122,Group 2
0.14276130070264423,0.13329568498873468,0.30051016587153984,0.5848437841781563,Group 2
0.581296452910344,0.848081418489639,0.88721706236006,0.3249764643071845,Group 1
0.180271988453003,0.054554324635473786,0.19404169210114364,0.6083535572571346,Group 2
0.15191363475465358,0.020861549712392236,0.09341747176657082,0.65113409667976,Group 2
0.21382205993452721,0.14689929881794034,0.22405949159988883,0.6107607814705768,Group 2
0.20563258240099894,0.0715222999882325,0.11854684171693947,0.6737917535124263,Group 2
0.6848518609413781,0.6529606672308702,0.10833939944719277,0.7458493348018181,Group 3
0.5182291015250087,0.8590934546370615,0.9253952294948944,0.0823607620850453,Group 1
0.19117982273317816,0.07124656166409499,0.22235953552242924,0.5540624407684618,Group 2
0.860968039959118,0.6662632588854857,0.08432708660046809,0.7576304858331825,Group 3
0.9029341721438681,0.6697210406079503,0.13008690272566287,0.7370923706626366,Group 3
0.7672445702624946,0.6344513045828224,0.12573963258953239,0.829151084448282,Group 3
0.6038215478096538,0.7985989532225398,0.8683147623912862,0.23812243509519831,Group 1
0.9019888464144682,0.632369075386862,0.19954646545325283,0.8049601179240465,Group 3
0.8552268894422355,0.6398912285138637,0.1372710283066016,0.8840518557535015,Group 3
0.7328662035439357,0.6712954908651355,0.1075133269623416,0.9508587054373815,Group 3
0.46723406272338974,0.8057008305033273,0.8444983953454848,0.13610594111174598,Group 1
0.23729353315855373,0.14528486415370676,0.2173084573748865,0.6414404193790055,Group 2
0.39736393266217346,0.8902170551023326,0.9283412568563718,0.15889134772947833,Group 1
0.5018624299280046,0.7841323488848738,0.8184670024267956,0.0854518946586184,Group 1
0.08139269752314014,0.2051739444338216,0.11041069791651896,0.5386485282267227,Group 2
0.8268789056160151,0.6861370484697471,0.1631235616781863,0.7299866300064566,Group 3
0.8441244072742794,0.627908733577934,0.09463269310871895,0.7856784441422706,Group 3
0.8358840116360908,0.657617783703282,0.21566443823904727,0.854629647046093,Group 3
0.14085191118361162,0.1420298976757428,0.09296316028129555,0.6263710526257188,Group 2
0.9099390179535632,0.58978551616794,0.12674024473253445,0.7747279426142848,Group 3
0.22214052191198144,0.1394195028690989,0.1450707485120389,0.5402957215288656,Group 2
0.5373475118019413,0.8031779633809989,0.8504624761164875,0.16611722999348616,Group 1
0.8043659109764223,0.6062961043423494,0.0509634536320384,0.6904829510102165,Group 3
0.13151865322400508,0.1169761952339312,0.16885208492136924,0.6403181561296684,Group 2
0.3595208314454791,0.8380861533712641,0.8130629281084042,0.2441440251574725,Group 1
0.8503148568328118,0.6273978169818731,0.21147610408200665,0.7921625268141861,Group 3
0.19815872033375817,0.11978210547924849,0.17349306245010387,0.6191812206359714,Group 2
0.9168146170681518,0.6381953707598378,0.17132815241759827,0.7928082307311047,Group 3
0.7983266312330167,0.6610221456651371,0.11836187953412766,0.7216145188914885,Group 3
0.7739780762915967,0.5546078777103176,0.10377230004011634,0.819604955358748,Group 3
0.8920309080484111,0.7064011718787242,0.13613117851132914,0.6965097921255577,Group 3
0.5340660917531266,0.8201756295367371,0.8875841443346347,0.007026738512749928,Group 1
0.5290907662820707,0.8643794227020721,0.7843195216060063,0.07596441878206474,Group 1
0.449807394833294,0.8076926661964243,0.8918817574489252,0.20361152116426773,Group 1
0.4328318480562761,0.821445839524601,0.8023768431076288,0.07113912100961596,Group 1
0.530657254009295,0.8023514820445588,0.8357344606638593,0.14000869788898818,Group 1
0.9850999111007834,0.6632341494562533,0.11273744851549267,0.8520059671171615,Group 3
0.47496574406141767,0.8538128553070752,0.8229762603231179,0.14211946125523361,Group 1
0.5266846913898441,0.8875791315092548,0.7658024336217979,0.19245698359086202,Group 1
0.8444983076185278,0.5825368535653377,0.013942419859757464,0.8212807935922908,Group 3
0.875744485993866,0.5867700896983951,0.10867480189073427,0.7982405393171524,Group 3
0.4130014138838907,0.8594265265303137,0.8644556911064245,0.10542070163799738,Group 1
0.6863994306028847,0.5837759952789701,0.12454095134218816,0.6764497719461604,Group 3
0.2478624267182383,0.09908552266613123,0.15027415425580423,0.4460300810125714,Group 2
0.7262262970213649,0.6669743719430966,0.09838135931723202,0.6901437597182417,Group 3
0.5961225351417289,0.8303036918487019,0.7970850490412895,0.2139328668035796,Group 1
0.6992016768101827,0.6485659430488295,0.08148249152068598,0.7713740031213762,Group 3
0.3104418791313774,0.10764165228416148,0.22647811473082657,0.5892982099031433,Group 2
0.5170535350768172,0.7957133278979645,0.8473600935011049,0.21671109135051012,Group 1
0.9364083334446773,0.6827218732734708,0.18498187491479778,0.7194495244613458,Group 3
0.466068774001718,0.8673727575085369,0.8639767997779974,0.12453595851539781,Group 1
0.5233012203202806,0.8408139380246625,0.8231789955572848,0.11238935689942087,Group 1
0.4771497137178295,0.8356256668577718,0.9181617791099485,0.06703214037131566,Group 1
0.6249148357890487,0.8349603094213051,0.9050697176145968,0.18339236527269515,Group 1
0.4704369961152954,0.8044219005868817,0.8323897112132401,0.0,Group 1
0.4748496868127697,0.8400997934449735,0.7737682750494554,0.06923014760912734,Group 1
0.8137001042821626,0.6106952734780274,0.13067615506398908,0.724218024102353,Group 3
0.5040834115259768,0.8449180681450458,0.8599626331538641,0.2421896926390502,Group 1
0.16713609167999227,0.09778888473766396,0.12251662339778789,0.5705218345019776,Group 2
0.1633969773144367,0.1886627218554819,0.1650729236804821,0.6019982262037984,Group 2
0.2886451385655939,0.15254194777514155,0.17308920481711532,0.4907438573682689,Group 2
0.5485379414231581,0.8429675070304562,0.8586534100888463,0.20498125978702914,Group 1
0.15734415944420083,0.11891664186437066,0.14350276817760646,0.5137375270199055,Group 2
0.45934096939010055,0.8401087920918212,0.8607812951573801,0.12287638191501524,Group 1
0.56460609230037,0.8374199086739765,0.8403557786094757,0.15486136088865995,Group 1
0.03752537802231573,0.1444268291186727,0.23392368744914763,0.49865366928643734,Group 2
0.540485747419057,0.912736726934909,0.8074656745514397,0.08183141419089285,Group 1
0.10306397137751011,0.20529290635242797,0.21933167386682123,0.6906958783945562,Group 2
0.19866598206885916,0.06893453366595018,0.19157194586749002,0.6395374820989113,Group 2
0.23240941117798328,0.1708582987717511,0.2036463318805639,0.47074483525081107,Group 2
0.9341989419365326,0.7298989054962408,0.16405876621552543,0.7780728480687611,Group 3
0.2707655995504477,0.09685297434337746,0.17082331646505314,0.7293370063502723,Group 2
0.8221381408728153,0.6044584309053292,0.201467545288373,0.7959081957777638,Group 3
0.5561205090315422,0.8576013999441727,0.8455231923383554,0.10871986803003139,Group 1
0.43747470917301723,0.8646117966393209,0.904035170259796,0.11464647179936391,Group 1
0.22427814068067417,0.1025710432171792,0.17135473764042922,0.7580884080728877,Group 2
0.7718501575344143,0.5856047127222404,0.16077419193050815,0.7667559827546494,Group 3
0.8362413117975684,0.5724978223112367,0.1904175635344711,0.7435391372734811,Group 3
0.29505182774845545,0.1888563563894718,0.14130980839882026,0.6229135440665209,Group 2
0.7417222457303327,0.6118657801897086,0.05989474401074466,0.8116841299408554,Group 3
0.07802295893735933,0.03080146788102606,0.19456123602875916,0.5534202112663379,Group 2
0.8996913096473789,0.5990705373275889,0.22139576567968602,0.7219250653472362,Group 3
0.4531642074902332,0.7501427373427331,0.7647999898170996,0.18188822824646805,Group 1
0.2360815613562154,0.20946352361492002,0.2017532181837675,0.5644698640348952,Group 2
0.48437449208346417,0.8134478212431107,0.7757958629726434,0.1179642306740933,Group 1
0.43514931070571056,0.7762295415346665,0.9040109474616549,0.23944043560638043,Group 1
0.1973949994050168,0.12804188538448344,0.19440750120261688,0.6844336129962914,Group 2
0.8325113567870088,0.676254657865608,0.10281044776598386,0.6909998264632675,Group 3
0.09570843602571619,0.15440202426664343,0.24906997754943366,0.6866097317926056,Group 2
0.8707199567225562,0.623949012512281,0.17054635663718035,0.7191502952765572,Group 3
0.46152139579545615,0.8083388443794531,0.816530768841143,0.11129443903571937,Group 1
0.17307722947705642,0.1343866823999836,0.23286623084953237,0.5290486880782512,Group 2
0.9438260300797195,0.6103217107812217,0.029053903958402173,0.7058116831761884,Group 3
0.5014692925428049,0.8200930857420144,0.876827740928867,0.2367968724768753,Group 1
0.8316199676516652,0.6656066762171345,0.1647545852507037,0.5252732527713937,Group 3
0.2331748807528723,0.18660674444161773,0.1823928399834647,0.6471549422403224,Group 2
0.7998776387029687,0.6241304242532959,0.0979876116926526,0.6506880429178539,Group 3
0.8841978173357561,0.5920102985610333,0.07662630245771765,0.5305461727106074,Group 3
0.8760444499163728,0.6144674217952767,0.08993019833552408,0.7779616229432396,Group 3
0.1662556169349578,0.1192359630165237,0.16899362050032532,0.5893977631079992,Group 2
0.493503390810709,0.8456229361845905,0.9199918742069971,0.13805287947495692,Group 1
0.51626476310421,0.8166467035320527,0.8507208924586909,0.024330563884491643,Group 1
0.548345364703286,0.8975421376025479,0.8407000079925987,0.20925860287354245,Group 1
0.8721039413777696,0.6371399502697982,0.16681176290721356,0.838746232131447,Group 3
0.9116188391260974,0.6120984475305918,0.1260726786073627,1.0,Group 3
0.5504047346937063,0.8209223323011109,0.8352567590856813,0.26321077807550325,Group 1
0.36383450937677303,0.12536274427360863,0.18262161599102594,0.673598375302028,Group 2
0.44101828803694654,0.8272229499673541,0.6841552850039881,0.09887987438415528,Group 1
0.44421470408690195,0.8366407328960616,0.8490441532469236,0.0897016900440065,Group 1
0.3914838472006728,0.8033815621032153,0.8463972657291443,0.18180275238716942,Group 1
0.15858247370617562,0.0784593678299117,0.10787109405655952,0.6821256131551324,Group 2
0.15077119267500658,0.14321001939481842,0.17022701920020655,0.6292012330059498,Group 2
0.6680957963850358,0.743641690148446,0.8385498682062316,0.22370168911547594,Group 1
0.15429719772625863,0.1154629066087747,0.10538392343891372,0.5211759455163291,Group 2
0.11096243478742801,0.09399911009758853,0.1708384888052505,0.6104067252298404,Group 2
0.9583958718316345,0.6433945173090728,0.0839090516638056,0.8963615179385902,Group 3
0.4075693093402636,0.7884345895998228,0.8718737211155573,0.21793304112801007,Group 1
0.5710585662139371,0.8657788056828142,0.9113755506182201,0.17979217658569827,Group 1
0.7461147761704995,0.5726265692485973,0.19508182289527431,0.7020135346598049,Group 3
0.27374859934828905,0.07369250404176998,0.20242646561846597,0.646548829138187,Group 2
0.6306633463461485,0.7689023303830047,0.761009942006937,0.17386716047237882,Group 1
0.525304671666468,0.7433068318591852,0.7797601032731734,0.19340337091688178,Group 1
0.5745392964854006,0.8379487044270234,0.9555689927649504,0.11560498412380672,Group 1
0.4652321443100618,0.8169696941737299,0.8160653741676174,0.3215310614522397,Group 1
0.1902635262400943,0.04066480827971987,0.12562925087912388,0.5811264894810264,Group 2
0.8922103183823724,0.5992128665946618,0.15393734082237348,0.7505916105460924,Group 3
0.37300059689281306,0.10446259943001127,0.14811246728118785,0.6730957831389319,Group 2
0.5604122618839588,0.8161494542327188,0.8623351887022812,0.16809355121398328,Group 1
0.4564898885615882,0.8204252997030412,0.8616725906637239,0.29235766120699724,Group 1
0.6672886095941802,0.8754485457791584,0.7702058288518782,0.14068724461744173,Group 1
0.6482627264993178,0.8507776584940534,0.7866007072451507,0.22898312146097022,Group 1
0.836117011730579,0.6513437089939729,0.17474603854082038,0.6175218198790238,Group 3
0.30997978746245003,0.10345923923428751,0.2010063475917081,0.7183150718095643,Group 2
0.25368287301104364,0.11508796548439636,0.18593457284622164,0.6171778315653986,Group 2
0.5155465098995176,0.7918148636503779,0.9222522115277998,0.2198776219095316,Group 1
0.6408180381666243,0.8477369816130182,0.783123475519593,0.24920813724748694,Group 1
0.570101970382315,0.8897474150725675,0.8425365633220211,0.2558389870075815,Group 1
0.6280341941604384,0.8072749444709304,0.7966804489912911,0.1684307118452575,Group 1
0.7442762538013344,0.5442762396631031,0.2086126740962576,0.7366550717117093,Group 3
0.7766657879737916,0.6634962150039563,0.10830765284194505,0.8153994260858709,Group 3
0.49266759898584567,0.8605983397908782,0.9385354248862369,0.26536155647483484,Group 1
0.19804706410637285,0.06547347223300097,0.1670134004200823,0.5223171406407585,Group 2
0.5576979098948395,0.8902946623273492,0.7979138816308697,0.23126622697961802,Group 1
0.8371084908100014,0.6340637894549205,0.09074026521437951,0.7189976697972602,Group 3
0.44878874035419386,0.8406137305340041,0.8583772383837487,0.1389295817757803,Group 1
0.4694068552194801,0.8347504448145469,0.7886151655814649,0.20724516705188073,Group 1
0.6556057742510252,0.8314091137463488,0.811166952569102,0.19472833999931927,Group 1
0.1788197154320006,0.19150727928328337,0.13876963682028817,0.7316697978692077,Group 2
0.1466880667826161,0.17423477204844406,0.13737278691711435,0.48326516971194133,Group 2
0.4848867504721642,0.9035607883824476,0.8331623305244351,0.06182467056931121,Group 1
0.5256927969161037,0.774836191146384,0.8547898040175992,0.20798969643431978,Group 1
0.5131869190571555,0.8010751344109868,0.9532772310627178,0.22723122610116256,Group 1
0.22961518219690003,0.16559676638491858,0.2104987335691962,0.6140426762736119,Group 2
0.22629786395834584,0.08514235519537636,0.1778379030654853,0.4890264296411563,Group 2
0.1947717424385009,0.10894352145614136,0.1786835673059624,0.6343294771360128,Group 2
0.9296472604408005,0.613266270991545,0.04648604615692128,0.8505280431139428,Group 3
0.26751913992779525,0.18033019878837286,0.20449190931203973,0.5038112402355761,Group 2
0.10441926022721155,0.11393381347544167,0.2331954979167551,0.6032474824031199,Group 2
0.13590046399790354,0.17171894314906783,0.16382835627722886,0.5337847752174434,Group 2
0.20529652068759788,0.16719614036089894,0.1766839216407773,0.6747458919190076,Group 2
0.16908135326295862,0.12909472361419674,0.18298561655502255,0.4342504001507821,Group 2
0.4534704314351418,0.8364936117909867,0.863214217076926,0.3233803301037872,Group 1
0.5245771320069093,0.8033443832850036,0.8496235231391934,0.14834359496925356,Group 1
0.8365452901683442,0.5324278487899322,0.10766990821450763,0.7600426310337541,Group 3
0.1532353076489846,0.1142533914447357,0.18367281076381492,0.5552240426524712,Group 2
0.30523117369668606,0.14793680521651836,0.1603702936045001,0.6668981545674089,Group 2
0.1852115890785752,0.07675048911393154,0.24770305512588475,0.6601857318738887,Group 2
0.8042115875693892,0.6236863142798812,0.21215782923138485,0.9081261976539104,Group 3
0.730128659646602,0.5921714124008522,0.1747848165196638,0.6557757211433974,Group 3
0.2151049643447998,0.15648948666401238,0.14842495532872815,0.7141038006315157,Group 2
0.13216649299224273,0.16742992086166508,0.1578319489623264,0.688852773213659,Group 2
0.49783618298513715,0.8476958722892366,0.9403959568346738,0.19167865525939404,Group 1
0.5289176804524063,0.8265640130949656,0.7502460477195505,0.17611435067348405,Group 1
0.22389399909728128,0.09585633049224086,0.1819053708188735,0.5338128112520353,Group 2
0.5883499167099713,0.7521805342159407,0.7870027493790507,0.02033187666581318,Group 1
0.2551082333307649,0.10511727390913625,0.17737540483926995,0.5564990628877772,Group 2
0.21091230884373768,0.14807896231813356,0.20104553745725343,0.6269309435430239,Group 2
0.3136785494691051,0.14717673185860483,0.1744710359485638,0.601569038689917,Group 2
