date,value
2020-01-01,99.77226151
2020-01-02,102.0032398
2020-01-03,103.5658375
2020-01-04,106.0878855
2020-01-05,107.5841523
2020-01-06,108.8878602
2020-01-07,109.9193407
2020-01-08,110.2817478
2020-01-09,110.4362632
2020-01-10,110.0516764
2020-01-11,109.0233405
2020-01-12,107.5881942
2020-01-13,105.9474962
2020-01-14,104.5292526
2020-01-15,103.1032436
2020-01-16,100.4755919
2020-01-17,99.0754222
2020-01-18,97.28471317
2020-01-19,95.41193931
2020-01-20,93.9665611
2020-01-21,92.26454321
2020-01-22,91.21223017
2020-01-23,91.30033468
2020-01-24,91.46976042
2020-01-25,91.44043449
2020-01-26,92.36224067
2020-01-27,93.27445945
2020-01-28,95.74644119
2020-01-29,97.63594295
2020-01-30,99.69648275
2020-01-31,101.538121
2020-02-01,103.405819
2020-02-02,105.8124323
2020-02-03,107.5592519
2020-02-04,109.0267636
2020-02-05,110.9027515
2020-02-06,110.9263392
2020-02-07,112.0641889
2020-02-08,111.7783115
2020-02-09,111.3157358
2020-02-10,110.7501847
2020-02-11,109.402256
2020-02-12,107.9446115
2020-02-13,105.6041155
2020-02-14,104.3258152
2020-02-15,101.9064666
2020-02-16,100.467147
2020-02-17,98.11388961
2020-02-18,96.61489415
2020-02-19,94.5175661
2020-02-20,93.78650875
2020-02-21,92.79077492
2020-02-22,92.46609659
2020-02-23,92.56041608
2020-02-24,93.88123605
2020-02-25,94.02125101
2020-02-26,95.35811454
2020-02-27,97.49181716
2020-02-28,98.96462347
2020-02-29,101.1407984
2020-03-01,102.8225565
2020-03-02,105.079839
2020-03-03,106.8617872
2020-03-04,109.7541696
2020-03-05,110.4260316
2020-03-06,112.2778373
2020-03-07,112.463579
2020-03-08,113.0478058
2020-03-09,113.707536
2020-03-10,113.3112046
2020-03-11,111.6348122
2020-03-12,111.2993451
2020-03-13,109.5911237
2020-03-14,107.779591
2020-03-15,105.4062631
2020-03-16,103.5941086
2020-03-17,101.7585755
2020-03-18,99.35563175
2020-03-19,98.47548997
2020-03-20,96.35319599
2020-03-21,95.39240873
2020-03-22,94.83000898
2020-03-23,94.0240832
2020-03-24,93.81393049
2020-03-25,94.59215908
2020-03-26,95.27024997
2020-03-27,96.67511454
2020-03-28,98.71381694
2020-03-29,99.76778752
2020-03-30,102.2728236
2020-03-31,104.7401615
2020-04-01,106.4439383
2020-04-02,108.8948909
2020-04-03,110.6670816
2020-04-04,111.9398867
2020-04-05,113.6752441
2020-04-06,114.1708188
2020-04-07,114.4097734
2020-04-08,115.0282755
2020-04-09,114.2001778
2020-04-10,114.1447827
2020-04-11,112.4367422
2020-04-12,111.080335
2020-04-13,109.5649531
2020-04-14,107.0543834
2020-04-15,105.3155224
2020-04-16,103.1648165
2020-04-17,101.7998069
2020-04-18,99.01837946
2020-04-19,97.76136061
2020-04-20,97.65246121
2020-04-21,95.56858173
2020-04-22,95.4970333
2020-04-23,96.00775921
2020-04-24,96.25291443
2020-04-25,97.64064515
2020-04-26,97.77483844
2020-04-27,99.62938307
2020-04-28,101.3519585
2020-04-29,103.8409015
2020-04-30,105.9225417
2020-05-01,107.3128986
2020-05-02,110.0143121
2020-05-03,111.6002943
2020-05-04,113.4630986
2020-05-05,114.5510392
2020-05-06,115.6248229
2020-05-07,115.9417951
2020-05-08,116.1482459
2020-05-09,116.0794742
2020-05-10,115.124981
2020-05-11,114.4904264
2020-05-12,112.389512
2020-05-13,110.182858
2020-05-14,108.4825322
2020-05-15,106.8941796
2020-05-16,104.3711551
2020-05-17,103.122051
2020-05-18,101.1287071
2020-05-19,99.15288379
2020-05-20,98.21733228
2020-05-21,96.98175807
2020-05-22,96.86529597
2020-05-23,96.80581676
2020-05-24,98.00575399
2020-05-25,98.49318869
2020-05-26,99.75361891
2020-05-27,101.1386682
2020-05-28,102.9190323
2020-05-29,105.1760803
2020-05-30,107.7716712
2020-05-31,109.8786995
2020-06-01,111.2754891
2020-06-02,113.6640487
2020-06-03,114.6537449
2020-06-04,116.3122779
2020-06-05,117.7929608
2020-06-06,117.7657435
2020-06-07,118.2528654
2020-06-08,117.0151355
2020-06-09,116.8902529
2020-06-10,115.6521695
2020-06-11,113.4338667
2020-06-12,112.0905859
2020-06-13,110.4778745
2020-06-14,108.3095556
2020-06-15,106.1483977
2020-06-16,104.6322645
2020-06-17,102.7225305
2020-06-18,100.30078
2020-06-19,100.4773362
2020-06-20,99.13639806
2020-06-21,98.47034735
2020-06-22,98.66856554
2020-06-23,99.37380689
2020-06-24,100.0951579
2020-06-25,101.3023964
2020-06-26,102.7570929
2020-06-27,104.7387053
2020-06-28,107.0050259
2020-06-29,108.7198659
2020-06-30,111.512008
2020-07-01,112.5545126
2020-07-02,115.3092532
2020-07-03,116.8654769
2020-07-04,117.5996814
2020-07-05,118.4649381
2020-07-06,119.0237754
2020-07-07,119.205544
2020-07-08,118.6018551
2020-07-09,118.1983411
2020-07-10,117.0677074
2020-07-11,115.1160254
2020-07-12,113.6035762
2020-07-13,111.4303411
2020-07-14,109.5253573
2020-07-15,107.7479143
2020-07-16,105.8738334
2020-07-17,103.8562586
2020-07-18,102.3770706
2020-07-19,101.6897429
2020-07-20,100.2111513
2020-07-21,99.93396183
2020-07-22,100.876923
2020-07-23,100.9787716
2020-07-24,101.4299442
2020-07-25,102.8363788
2020-07-26,104.7058184
2020-07-27,106.3146535
2020-07-28,108.6246096
2020-07-29,110.0807854
2020-07-30,112.8978934
2020-07-31,114.9010526
2020-08-01,117.0772427
2020-08-02,117.9150714
2020-08-03,119.3885158
2020-08-04,120.3264144
2020-08-05,120.7317199
2020-08-06,121.0551244
2020-08-07,120.759789
2020-08-08,119.4437158
