V1,V2,V3,V4,Class
0.17486668276872475,0.6379303136192781,0.36348168233026845,0.990460376059976,1
0.22173652109163822,0.895226505803423,0.9233897059109902,0.2182049167768485,0
0.07215830364338538,0.25180211906786787,0.2637549793187075,0.2724837276871217,0
0.07784349987323325,0.7720649586691986,0.49690603562960556,0.3543331189370128,0
0.02284861773002589,0.7721214502927156,0.5489328103848831,0.5075008204291747,1
0.1750287003387181,0.9355656202770005,0.9975917823739995,0.6174443531217384,0
0.9198980817708061,0.4058869707988344,0.532289640480218,0.44719886717853485,1
0.6254621091583958,0.6356289062910327,0.5606029535964586,0.21035314448440867,0
0.5186002255658682,0.4008513728955826,0.1106008348621722,0.40163981012637706,1
0.8972407288993082,0.35588942357002995,0.21702000860943327,0.6591859204934021,0
0.5418757807972021,0.5500683965888852,0.5796239625717197,0.1641223766510167,0
0.12097437330557625,0.36361884794767396,0.15042406877456782,0.536957030268877,0
0.19008679628654157,0.37082260451967963,0.8330183186795957,0.33287285173610015,0
0.47101964780928596,0.26072393886611667,0.7812172419295865,0.7166671090799246,0
0.4708224743325522,0.9001113989279793,0.9320213412067784,0.5035102582506079,0
0.12342591433953154,0.08948327821164048,0.6425621216411052,0.6805606132074196,0
0.41873166997901523,0.15193501605989712,0.9826916623398433,0.8658465238937192,0
0.4364089244228444,0.3588030977198218,0.8053971332208337,0.3547853180384335,1
0.024112947272779017,0.6101062304285007,0.37085397796569797,0.43323007320802553,1
0.9326483250119353,0.8799738476074949,0.9928292938908567,0.2664612694280297,0
0.8470170513597757,0.3139167768943053,0.624204436221728,0.2990613357599917,1
0.6898370377439149,0.2570206537028653,0.6422775735265088,0.023308436161178725,0
0.055814315390061875,0.28781252304673033,0.2502823410791998,0.6364656854741105,1
0.8724585897729206,0.24993830655667015,0.3606748051716857,0.2717282589478529,0
0.9903840419801057,0.1204500273544471,0.8093062232813009,0.2472222705269047,0
0.37430604461269024,0.9790656880579092,0.5450477064101419,0.8343139999815169,1
0.597685995922824,0.7092587281853926,0.34308696955398144,0.0998050778309163,0
0.5053356301952052,0.9804792157369295,0.04223601026365642,0.578025868061125,1
0.445732986435443,0.285005875587399,0.6353922749083855,0.017385458388384456,1
0.8289629705428394,0.9570847624618734,0.11492682584267222,0.4065694030978463,0
0.6763253532336042,0.6181865594943909,0.937890946069213,0.16766990553163408,1
0.9896127769234334,0.7731021235811107,0.9227400340323147,0.14651394274992102,0
0.8949602023263986,0.07260996817474896,0.6315362918465056,0.8390412374648449,1
0.5024976082767032,0.36886968744921844,0.20555528808927892,0.6210093154986952,0
0.8579555373524632,0.872246563009093,0.5929449790754217,0.725008097244628,0
0.061993978890538703,0.0682015794876083,0.8386165633430117,0.7792845502640233,1
0.6381487596632728,0.36389005178407097,0.3670953318278146,0.6859209974264547,1
0.6916977960847964,0.20446215012408742,0.6274217661561031,0.17479208990411854,0
0.9977501842185572,0.905260318126503,0.36327249265739814,0.10682869917799054,0
0.05596963165592095,0.4254606942585544,0.4883625020833201,0.9507793828966492,1
0.5036432156141285,0.9871027963958188,0.12046717313091193,0.1458497373907942,0
0.491342693147616,0.3432576138737137,0.5161148742876587,0.05910388320077031,1
0.4994684060741894,0.4503395062477935,0.7656076776090949,0.73887985991495,0
0.5975921830210743,0.46999414243467386,0.8078613122447481,0.08347562699953859,1
0.5913564710561582,0.027707516464859028,0.9680416290194279,0.7514912576733952,1
0.9558261677692009,0.4333418150009628,0.21017051585728785,0.8587933097943,0
0.511501178672056,0.6847988386859514,0.36318396344203674,0.6410755844964808,0
0.4011267758469923,0.9302898535247333,0.6089195273090292,0.5821963402907994,0
0.11978087719957842,0.8851158492887087,0.15126529210605666,0.35815942895674846,1
0.35006565635197284,0.47677830947455524,0.07880549396424874,0.3959287806167979,0
0.6243204537664362,0.8342069977651968,0.8907614624089434,0.13305401097070446,1
0.8874416408331822,0.07833872367106276,0.6111674369921046,0.743018604182611,1
0.8107939190109628,0.6667817769370514,0.3720085780190926,0.3377052277737973,1
0.5887256577100238,0.32434060721935887,0.041519785048473534,0.18112359786541088,1
0.6476965106843533,0.9429844703642842,0.5367958320735181,0.5998837424930344,0
0.7156874554318616,0.2641331911453936,0.11949473833157587,0.055959677494905824,0
0.608606402899581,0.2302095851067273,0.3846594817932064,0.8823050784531693,1
0.6774795619032076,0.014930995278009118,0.1801395411896637,0.5046589503088833,0
0.2997264783369623,0.05254160088627147,0.6756392646075295,0.7645922977476257,0
0.3137115030021742,0.6430457954908032,0.6146148185152316,0.9227028752096823,0
0.11242035811359563,0.9034680357814271,0.191749025156582,0.7142845069463161,1
0.9527935037769831,0.14352286533965475,0.9024702365663744,0.985414348085768,1
0.4862846060275472,0.6276772082197486,0.9398238404093491,0.32095719099791353,1
0.040038596461130394,0.37762452616621167,0.6722180166253201,0.27488695148045406,1
0.06164414630664461,0.1967744697934073,0.9520796613154479,0.7541010330313406,0
0.48072447432829224,0.9644368256285355,0.09841314788261024,0.23942568675245302,0
0.28162807491258424,0.6181308142554586,0.6459876784543802,0.6986394715689529,0
0.3507823538085554,0.7300091987256022,0.2250866661182357,0.32493272127624573,0
0.5172982338222561,0.26801398868420634,0.16029095138014715,0.5359016758291191,0
0.39759302830087917,0.9403941656520172,0.5844688916417647,0.973802230868963,0
0.4089847178169379,0.31009393119479545,0.8789733221659147,0.5677072064694544,1
0.1696500706997739,0.5296813728902944,0.3138375397951516,0.5634351688531917,1
0.17864478203480127,0.8492738403243287,0.44315344880504215,0.5922141819205023,1
0.009407778005292244,0.3074312671287982,0.9475398211325635,0.3982439954425554,0
0.8447987035342516,0.4938278316275633,0.8985409398082791,0.23431994483374685,1
0.11998763103353638,0.6319772159691209,0.03653050680242487,0.8620673137625594,0
0.7958372768167935,0.2323610147829539,0.11173718795738252,0.7726685939503856,0
0.9367037799109836,0.8568883403397644,0.3970220790086477,0.2599918868182134,1
0.5110036832133764,0.3140172479792236,0.05580861588805097,0.1111798924608558,1
