Feature_1,Feature_2,Label
-9.619615373518364,-0.9102040355815444,0
11.305910734893892,-8.889836192849186,0
0.5676768898454367,6.113420068595762,0
-6.963633136619689,4.481848721109899,0
3.769435234487407,-12.73711415929252,0
15.249583187617116,-2.1220081363364236,0
-1.3445865258065437,-12.232721483070046,0
-6.113552931377341,-9.705385847703825,0
12.947775061174891,-7.223907920864943,0
3.0719845707033615,-12.636575257734856,0
-3.783376511264869,-11.263657197284386,0
2.415858444532762,-12.61803022019877,0
2.583213014104913,4.594906694387983,0
14.403088237495984,-4.629601426961083,0
-6.454578030347649,-9.4219006806399,0
-7.292325426539972,-8.33738103686393,0
10.673991177933528,-9.364235061594265,0
6.04330476155742,-12.025160517333111,0
10.195008274471808,-9.89851063372253,0
-1.6100471022365441,-12.175784357879676,0
-0.3239345481107438,-12.522110121629213,0
-8.888043154876666,1.7897161544267437,0
-8.647300821001048,2.0573187777994497,0
-9.297314866891384,-4.5347212088799544,0
4.343100792319651,-12.488497051948082,0
-0.30461892610012326,-12.532481924819377,0
-4.160034922131587,6.267682277045334,0
-2.297852822822343,-11.95307486090202,0
-2.4394641038637404,-11.898702481312373,0
5.32461053010284,-12.158519876664474,0
13.166945938594251,-6.782142221894753,0
-4.991799762043522,-10.64331464927582,0
9.643687580263016,-10.31226004731569,0
-9.38215728587478,-0.1360547709536093,0
-9.026854425408375,1.3469220457494238,0
-6.875062633166788,4.516679102458341,0
14.568016095140615,-4.024181398970415,0
-8.91083764105248,-5.65215684132368,0
-9.280314168571277,0.5962165823218929,0
15.364925232108245,-1.6886253478728162,0
-9.473755006393565,-0.5385024039565589,0
5.286785362374418,-12.249687853903227,0
9.21541039260334,-10.584029753167721,0
11.640995359014026,-8.466876553833199,0
6.200368705568179,-11.936018492848204,0
7.601779022716087,-11.45641955154935,0
-1.270880839067419,6.530320574457006,0
6.957867774050349,-11.702432983120962,0
-9.26312122028716,0.6292488533899151,0
7.759018367194332,-11.258583727859321,0
-9.558345385057754,-3.1823841413492095,0
15.20421104827957,-2.2015599438174838,0
-3.463824102180416,-11.407970439193301,0
-8.359539393770147,2.7104567066565637,0
-9.32163873513083,-4.169594551905658,0
-3.7532444399209632,6.34668510289161,0
-9.559592543374569,-3.278919934555991,0
1.1086502944310055,-12.717670240146322,0
-7.877737307002863,-7.596318547506496,0
15.437788745315446,-1.1059416214847457,0
10.299023216127573,-9.778179492147808,0
-8.917464615872351,-5.5721494150117,0
-2.696242765692137,-11.803253808433912,0
15.365664338737366,-1.6753687978426952,0
-4.857785496373273,5.9748073702982385,0
-0.741786233095402,-12.405993505981874,0
15.573445908774895,-1.0343042984152844,0
-9.25135575257213,-4.711848735865194,0
15.381296425476808,-1.3125825372729587,0
