V1,V2,V3,V4,Class
0.4253445550585949,0.6106074142228123,0.9833037665057566,0.6219480635293652,1
0.7422090303257957,0.2779780109343468,0.6406754922069441,0.9356628192895492,0
0.8771414712021757,0.5385180523577233,0.7191342151933363,0.6664583500847686,1
0.8420081539348122,0.13336045681856512,0.12898949179196717,0.5577248617972091,0
0.6814064287435189,0.5382111528048797,0.4080860211385863,0.813313435433941,1
0.5498683909842523,0.04118146210673235,0.8546248357903462,0.47211622608236303,1
0.8119833037145376,0.564342279520595,0.715076104531684,0.39604594357964285,0
0.18496997108561475,0.8269151627098141,0.28159444441979986,0.5621410984958101,1
0.591127928470061,0.32013852098628703,0.31041012482367136,0.18588437212889208,1
0.9588795834229267,0.15785682064132056,0.7877321182906438,0.25806366236426637,0
0.7256815027222057,0.8883494553233741,0.031289602897638824,0.7950097972520891,0
0.9082341300530328,0.5090567930821656,0.995906801957003,0.6897468688115928,0
0.7082578122901572,0.8931246234901958,0.15089628628617757,0.12772422009814177,0
0.5015827319580803,0.06974095075250242,0.8947358699284048,0.11308597024764377,1
0.9194532053253691,0.0917865381114582,0.8840355715844846,0.3484875627067514,0
0.9107422206162361,0.7188230139564559,0.33919591899407364,0.7399795379735215,0
0.5126133305938604,0.34441719262199966,0.16200413330781038,0.1290713679850497,1
0.3206079648454232,0.8764554975731604,0.9812258295194771,0.3493308266264499,1
0.8045101568266076,0.5346170156849697,0.5875152854456083,0.9371572760451423,0
0.48213647843340035,0.8861451208596999,0.6038277429561385,0.3940448085801538,0
0.0847839435071861,0.27381411962817315,0.9066165387117878,0.85785473546411,1
0.6461884073167797,0.21384346920446318,0.8675287501390834,0.2320416217018496,1
0.11766375673864093,0.31276163528624834,0.5995139334451898,0.7306499779619084,0
0.4661773582505495,0.5774619800672441,0.7547362512436111,0.4131437182479234,1
0.3793401510285417,0.8664488379996296,0.39397593408851783,0.2117735777842913,0
0.48975387946275384,0.4121118253501247,0.18720686298221267,0.0215054567878451,0
0.6606604278684867,0.9199012897957697,0.8357550664936737,0.6220936235883473,0
0.6525727734605838,0.6863196988874529,0.578664858790625,0.13935851770586516,1
0.7631323721090063,0.08286775543961333,0.18610098019915466,0.9346610496225611,1
0.7778790071239513,0.48110516700090056,0.28658428872221386,0.7349056031681379,1
0.41799345860009984,0.577916246002908,0.4403354581094726,0.06353860566541036,1
0.11596517237923376,0.3236700147621805,0.883751304105818,0.20055728225105562,0
0.5122201042484829,0.9710071732579345,0.6323218236747402,0.0976201839957812,0
0.6186127959393086,0.2608028416536099,0.36536039424343614,0.4462087234372364,1
0.06307829043563506,0.3888963896349893,0.8362998512545289,0.43840949329750545,1
0.9304436108216517,0.8452568943829941,0.6450997828320535,0.5293752482874093,1
0.9173761687884686,0.2265930531003073,0.9941396828589534,0.2930130288539019,0
0.05092462349035254,0.8129920763738165,0.18432670013328645,0.9664762537230377,1
0.47672651731350313,0.7940964937584841,0.9279917168644178,0.5388293157076723,1
0.2959559630388814,0.9687672858916234,0.08852037949308966,0.40180415443649653,1
0.9095504288796041,0.22282965817243694,0.7283042614598901,0.7705006177486803,1
0.7781312937509187,0.277229158773586,0.2980641652290581,0.22231241494354592,1
0.2551302184801735,0.20528088280641765,0.8768327700339966,0.9534518968792989,0
0.28474056801255,0.17915156325825343,0.02560184963553358,0.6222098297248905,0
0.7254924914806613,0.21648694094087206,0.8728586083495108,0.7797308988241425,1
0.9493756357912222,0.7399533907467898,0.09524071414433943,0.556579873742839,0
0.9996180584809373,0.12019658449870296,0.4714609052834071,0.2658095956503972,1
0.24323781658251553,0.5494896484406923,0.5691708318903496,0.4710134266582824,1
0.9469630917198493,0.33496652430562746,0.6072756218650804,0.4717665328729711,1
0.9561396607681423,0.3556953679517608,0.457764184165685,0.696396046579984,1
0.269479164948661,0.34609609669251773,0.30813748102828675,0.9764636426355582,1
0.724832719076246,0.7434521094878354,0.842361050199985,0.27723059799686833,1
0.08454861450816575,0.36118840810758945,0.20779911390783457,0.7215553846652286,0
0.808947575140182,0.34153191003133376,0.41231583927509374,0.6832310326933102,1
0.24189768892835983,0.6840321877762175,0.8486528965656568,0.07676546749179725,0
0.05851158950064095,0.47022794206452545,0.7513942239289331,0.5630971548190495,0
0.17194795249939931,0.4613397685088061,0.054445207204906754,0.23459990093841054,1
0.7742770597352585,0.30741166573022016,0.2811759732969634,0.8203736422893501,0
0.3033434106860575,0.3800870198966422,0.5119817837135437,0.9052372823714163,0
0.33649437233032153,0.9776077716368631,0.8798793239735406,0.1690327573942796,1
0.495303169194225,0.11773563320072256,0.3160269455892398,0.983340623659538,0
0.9893782314465961,0.9572275640531227,0.7931125104737204,0.3327804190508721,0
0.04788560907402739,0.31546996301017394,0.7154420095306271,0.18321207278356189,0
0.5707656095506534,0.575003551135153,0.6198078516513764,0.3454363778177789,0
0.4617706600202447,0.20175398353389173,0.5538166860596435,0.17625344640543972,1
0.5825080224618586,0.7201274551667245,0.5067278192248981,0.27523198463146514,1
0.5155087708737035,0.05975017835947072,0.49593951729200947,0.23110379679996873,0
0.008078934047766051,0.5294619694362688,0.5486658317319075,0.19956930758108127,1
0.8354045311530363,0.3547117160117671,0.7311444992997062,0.08124678385330841,0
0.63731105038805,0.8300218528073642,0.6258935038459678,0.08240545198026283,1
0.0956545292101405,0.24473184692854133,0.39486054174684293,0.15021311434518558,1
0.2886111330784066,0.4194355216258213,0.0049881056743636965,0.0044055950687891254,1
0.927524973820709,0.6658680765604298,0.16540831017544644,0.41620919138353185,0
0.9243508052382756,0.9304175818034384,0.11916947036320846,0.9348299188665312,0
0.7778601712739214,0.6931035446777506,0.47877973368357263,0.042438182248246914,0
0.3708267631503924,0.5648389171624044,0.13058042947486292,0.3237630775553122,0
0.40070637906514983,0.12078537878478124,0.5729757699135712,0.7016827979008546,1
0.8001511224682522,0.8197677064428774,0.0085156995577369,0.14726722009957038,0
0.9353402736848194,0.2917286852043466,0.35018197069468404,0.1611270703931471,0
0.9275861735830151,0.5347636428873662,0.9937788493481085,0.22967076483378812,1
0.4318293610592825,0.03307748776771424,0.018002480366496543,0.8581780726575735,1
0.914377056045553,0.9282495597732375,0.8071126874390938,0.8276619907371375,0
0.5600689407021195,0.8753533589051772,0.3806314753506038,0.38812343910992264,1
0.8437725312988283,0.46224383216778653,0.048141952877742145,0.49445497673469274,1
0.6589562511949899,0.9110483222151181,0.8949037878005719,0.05944769974976549,0
0.2047232778094269,0.875632572342725,0.21715685786811478,0.8870070371713092,1
0.21929048918079908,0.6252870412109846,0.36618338111650806,0.48935810498842447,1
0.8862401055050618,0.7817090236802646,0.5037701673849528,0.25685277905097814,0
0.3298275021439119,0.8878183295808977,0.9039134477682988,0.45392926318871785,1
0.9318146326460123,0.4808288918819187,0.9769263063188255,0.9720692163979867,0
0.44877535445389194,0.4475998758460017,0.5885646738610928,0.5758867962755322,1
0.10978456141204795,0.7765644253191141,0.7026985468777602,0.0284635552093756,1
0.891398325865027,0.10011213462492019,0.3843576941240663,0.15791557020325186,1
0.43454421976791,0.9466199819326758,0.10235004773068401,0.48087137643796163,1
0.08941590420968104,0.25332804820290167,0.7418907032492461,0.13240374757316398,1
0.45870350416717764,0.4310939201272199,0.48100577597400895,0.4855423456543292,1
0.1734620213942173,0.6116262242811481,0.11156115353386054,0.8154667756809447,0
0.38070279896880854,0.6523009263226932,0.4162915988450051,0.955675621207604,0
0.10036941919866205,0.7655929045441082,0.3484690691579597,0.34271853645560324,0
0.7423061617444077,0.11781859007605211,0.9358624701563389,0.9420929220762522,0
0.1381786763067101,0.06477759045026243,0.5728502303744014,0.29188770638938444,0
0.26296560327173024,0.44545386969204315,0.16119707962303986,0.8823435106354209,1
0.4684101839524536,0.39499323370116546,0.4082430529191722,0.5633180866618926,0
0.7898003033247027,0.625484005642984,0.7917959477693621,0.16246716276815398,0
0.6920328758989147,0.7003717839232457,0.6430736865567163,0.9344943230942554,0
0.13107201826943338,0.5322935175482493,0.8360530562668673,0.8516927207720213,0
0.3011723976446752,0.8029228767175964,0.9145667531959708,0.09177831190152885,1
0.49881169869951614,0.7265300408822767,0.6634262803968267,0.7231395327521053,0
0.5128096764610846,0.8901207747652379,0.6341709705554698,0.6624268636940176,1
0.1907668221854183,0.2445215702401532,0.4774904845422555,0.09713614850022201,0
0.9827145911971198,0.7022368534433822,0.2275555668906285,0.835574302470606,0
0.011388692533991884,0.5809772063533316,0.7046951109519037,0.6809469496898831,0
0.11249634915207196,0.4674026710739374,0.11171120059536244,0.176794490915406,0
0.9312165913276981,0.3744126941879484,0.13363363199034606,0.9121313302261528,0
0.9807636021206682,0.993591042549448,0.4327116333985871,0.7136531438018232,1
0.6089472091017061,0.40472104493380234,0.3483425698092609,0.7718868384343421,1
0.2621133618749435,0.9051054903672805,0.6705838899686835,0.39776386263730235,1
0.15637319357619628,0.3016613283409255,0.6318397407157957,0.8055783523998997,1
0.6961924670752493,0.079679115371597,0.1925572031444931,0.10343635304753718,0
0.7669369353218658,0.5699727684615,0.7739062746101096,0.45169085048334257,0
0.4605606765854855,0.362464468667538,0.3593529147648936,0.7051795207372177,0
0.8341703867547735,0.701056248583008,0.8652585749212487,0.6948273478963632,0
0.41013222150410167,0.1763609021462701,0.19195230477317182,0.9096902226799997,0
0.22543425633298508,0.8560235131815437,0.8954073172147865,0.9919932208895497,0
0.3401145636034736,0.9165813132670626,0.40260221449245737,0.7534377169390664,0
0.27671603170360093,0.4394980279717434,0.4086195514187938,0.2853311813156345,1
0.4426207657921102,0.22546022813042532,0.30418426684231636,0.619997639831079,0
0.9575665742235987,0.5605495634438281,0.8137693812801532,0.09738204226263825,1
0.41089721585460015,0.37003242644942236,0.004543726801433001,0.9455250712116839,0
0.6080568497597084,0.40060794923831855,0.4855029399434223,0.0311404957378274,0
0.39167294623348403,0.5615429464184595,0.4565585440810077,0.10972394686887199,0
0.05860181252276986,0.2423203340549397,0.031039088212779453,0.7246026292810387,1
0.013801349525812134,0.878891396547633,0.03679794499665867,0.6295034029737406,1
0.18785768944712122,0.43994339593552656,0.5195418621105468,0.5012540283093461,0
0.927230690980379,0.2892782184253577,0.4165709331054904,0.1319998340205607,0
0.4894403629231012,0.1510115445353163,0.1476856529123941,0.47741308625295287,1
0.17871456129401142,0.42018422344985706,0.6453551807362219,0.019699814925122516,0
0.4653330513016922,0.10838033633042465,0.5879425478069882,0.17093632654362023,1
0.2614678392181804,0.9398147748596634,0.4926749531697221,0.016628842122657916,1
0.35100849043609694,0.5106411167341144,0.42372784606083314,0.2593122942724233,0
0.255152734813879,0.3538195606724227,0.6148178762023235,0.3410387880661975,0
0.831958236498964,0.6289437162358824,0.2652882795773337,0.20924524706128556,1
0.8716794092993752,0.971798152608443,0.8336477376699254,0.9504593963134953,1
0.2635726862302229,0.8298502645858026,0.6087493067350207,0.1691958745717166,1
0.6510528003201637,0.5408522584901732,0.35993277059070805,0.43176895153762607,0
0.7919600157034055,0.5949955320339901,0.022352468912306245,0.250282637048462,1
0.027082643479480528,0.1585564844592381,0.832828784963155,0.5061849063240055,1
0.3938454744556874,0.15233150075464041,0.9096050534826406,0.07266064895905666,1
0.06290527728400441,0.06345781193580335,0.11918851729628765,0.4867215729641653,1
0.3228719953508604,0.00630470782702286,0.7626784893938946,0.8478955439161179,1
0.3672696720255906,0.7258932022733049,0.5179474937083443,0.5989605669069735,1
0.8087248464865275,0.38358357442942526,0.5237472938810799,0.214369970550773,1
0.17457940519397142,0.2261679948065628,0.4745982933613453,0.5648953598113519,0
0.7228247208049631,0.6443285282631219,0.6281932024683674,0.3949771664035131,1
0.9584607595314805,0.5626974396531558,0.843097637778291,0.27111456734308303,1
0.3350243196562307,0.25284211087641795,0.3139434678805656,0.24682464558873662,1
0.17855922081923647,0.9480341107619009,0.9639568434076928,0.4973630882665945,0
0.46562683657396553,0.15008383314918328,0.5282158934662542,0.9605626037967467,0
0.38539202361544145,0.49569181899535886,0.4109328100444246,0.6255635698145343,1
0.9775443953702877,0.01580374929412731,0.10091450948578673,0.23411247728684315,1
0.6986975751592519,0.1313678220953871,0.7274664667093655,0.5493912281631479,1
0.3425216596465299,0.016698704661940567,0.21268783745407804,0.9420493107911738,1
0.5903653782295399,0.9875167806528069,0.9352170428773893,0.30203935274766924,0
0.5163797925212248,0.6269634190590783,0.6992607710688099,0.4212197048362947,1
