date,value
2023-01-01,10.030471707975444
2023-01-02,9.946001589375951
2023-01-03,10.175045119580645
2023-01-04,10.244056471639121
2023-01-05,10.004896481134615
2023-01-06,10.119782049313768
2023-01-07,10.31278404031673
2023-01-08,10.318375740765642
2023-01-09,10.398319884249572
2023-01-10,10.364695607242641
2023-01-11,10.587939797486284
2023-01-12,10.627779193542896
2023-01-13,10.60660306975612
2023-01-14,10.762724120696804
2023-01-15,10.746750934225204
2023-01-16,10.664070753711677
2023-01-17,10.836875078408251
2023-01-18,10.7541117399171
2023-01-19,10.987845030130728
2023-01-20,10.945007408901374
2023-01-21,10.981513763645474
2023-01-22,10.981907045559607
2023-01-23,11.222254133867402
2023-01-24,11.13454705179312
2023-01-25,11.15716721778369
2023-01-26,11.214786644951177
2023-01-27,11.353230918555335
2023-01-28,11.386544406436407
2023-01-29,11.4412732611596
2023-01-30,11.493082100300787
2023-01-31,11.714164760087046
2023-02-01,11.50935849836154
2023-02-02,11.548775727092846
2023-02-03,11.568622727175212
2023-02-04,11.761597942257549
2023-02-05,11.86289722927209
2023-02-06,11.788605254234513
2023-02-07,11.765984352303747
2023-02-08,11.817551878430876
2023-02-09,12.01505927878247
2023-02-10,12.074325417120344
2023-02-11,12.10431542683052
2023-02-12,12.03344902927113
2023-02-13,12.173216132306672
2023-02-14,12.211668580914072
2023-02-15,12.271868859672901
2023-02-16,12.387142877794819
2023-02-17,12.372359554877468
2023-02-18,12.46789135630719
2023-02-19,12.456757906948889
2023-02-20,12.528911939868998
2023-02-21,12.613128822583855
2023-02-22,12.454284418014433
2023-02-23,12.61803287836427
2023-02-24,12.65296273457072
2023-02-25,12.686112215175665
2023-02-26,12.772485774877332
2023-02-27,12.99949413112344
2023-02-28,12.813416888430677
2023-03-01,13.046827835459148
2023-03-02,12.83171302283842
2023-03-03,13.016511497001423
2023-03-04,13.1162753065105
2023-03-05,13.208622233135928
2023-03-06,13.271122657979285
2023-03-07,13.329334723519992
2023-03-08,13.265127492775157
2023-03-09,13.303764820733543
2023-03-10,13.485797588125715
2023-03-11,13.430869567511838
2023-03-12,13.372431367666207
2023-03-13,13.436671278599652
2023-03-14,13.508054771399838
2023-03-15,13.699716074405377
2023-03-16,13.714242573607056
2023-03-17,13.819048535406777
2023-03-18,13.757274735366348
2023-03-19,13.865853969107672
2023-03-20,13.962559039396734
2023-03-21,13.919065346027976
2023-03-22,14.04567752375574
2023-03-23,13.983807405893335
2023-03-24,14.063694615343493
2023-03-25,14.111826210600167
2023-03-26,14.080416035441095
2023-03-27,14.298697248078557
2023-03-28,14.253059765979728
2023-03-29,14.35124941187277
2023-03-30,14.44807466589059
2023-03-31,14.494653117602994
2023-04-01,14.566538510897278
2023-04-02,14.540151451549058
2023-04-03,14.557670168795585
2023-04-04,14.64202817890936
2023-04-05,14.531266556604196
2023-04-06,14.60528875275769
2023-04-07,14.66773003876456
2023-04-08,14.750275317239852
2023-04-09,14.939977422672344
2023-04-10,14.859452094463993
2023-04-11,14.96218374459606
2023-04-12,15.179922829778608
2023-04-13,15.064373602893859
2023-04-14,15.22375155684671
2023-04-15,15.106638231999012
2023-04-16,15.229456244213237
2023-04-17,15.204997794508943
2023-04-18,15.316096692409944
2023-04-19,15.48403081374574
2023-04-20,15.277267957680765
2023-04-21,15.543442364354586
2023-04-22,15.573773560233228
2023-04-23,15.540585004430323
2023-04-24,15.505394214561155
2023-04-25,15.707212950771387
2023-04-26,15.69705072909362
2023-04-27,15.823267621135471
2023-04-28,15.852185214552346
2023-04-29,16.060177889132092
2023-04-30,15.926064437252696
2023-05-01,15.897650250737813
2023-05-02,16.067927563495633
2023-05-03,16.121999668397176
2023-05-04,16.28591875752404
2023-05-05,16.283511124591456
2023-05-06,16.285687105914953
2023-05-07,16.446330289121956
2023-05-08,16.231123694567717
2023-05-09,16.336024846725024
2023-05-10,16.35734240585945
2023-05-11,16.46101901968442
2023-05-12,16.41233138524437
2023-05-13,16.663515094681443
2023-05-14,16.62777773029012
2023-05-15,16.552919370549734
2023-05-16,16.648442091879247
2023-05-17,16.83135138474502
2023-05-18,16.93381265678944
2023-05-19,17.099673089169176
2023-05-20,17.241386246600733
2023-05-21,17.0414409433276
2023-05-22,16.951046187996813
2023-05-23,16.88679537192687
2023-05-24,17.176771146234383
2023-05-25,17.118705890468966
2023-05-26,17.20846427398203
2023-05-27,17.23879032009402
2023-05-28,17.335920911358365
2023-05-29,17.506598023078762
2023-05-30,17.465704856744534
2023-05-31,17.484136516296132
2023-06-01,17.44643462471742
2023-06-02,17.432531705529566
2023-06-03,17.601369209092667
2023-06-04,17.694621744918166
2023-06-05,17.92679299135799
2023-06-06,17.81302745214729
2023-06-07,17.94827395110231
2023-06-08,17.850070440146084
2023-06-09,17.831505623358296
2023-06-10,17.903488323776763
2023-06-11,17.977477393546426
2023-06-12,18.312846973243516
2023-06-13,18.06786133207756
2023-06-14,18.283848920373636
2023-06-15,18.1597072821913
2023-06-16,18.393157301287424
2023-06-17,18.388495096610587
2023-06-18,18.38433621023419
2023-06-19,18.44592374738646
2023-06-20,18.43452123045706
2023-06-21,18.59460722014821
2023-06-22,18.554501651965925
2023-06-23,18.527439423623274
2023-06-24,18.57220624256804
2023-06-25,18.76725879177221
2023-06-26,18.957909125641045
2023-06-27,18.865999161357344
2023-06-28,18.88813616738901
2023-06-29,18.978582613960256
2023-06-30,19.13060017417068
2023-07-01,19.071938250136387
2023-07-02,19.058907276916628
2023-07-03,19.260628871005988
2023-07-04,19.242875643846165
2023-07-05,19.4035755991996
2023-07-06,19.318323443722193
2023-07-07,19.22755309682795
2023-07-08,19.263184080075433
2023-07-09,19.615092793223127
2023-07-10,19.672366572078328
2023-07-11,19.53204807867174
2023-07-12,19.561681267886403
2023-07-13,19.79614442922422
2023-07-14,19.589295431795655
2023-07-15,19.660527298104416
2023-07-16,19.864332679468905
2023-07-17,19.810539487714042
2023-07-18,19.89948781332799
2023-07-19,19.93365571014755
2023-07-20,20.033757454879893
2023-07-21,20.190748186131373
2023-07-22,20.109058490690177
2023-07-23,20.214393879327684
2023-07-24,19.994982789896902
2023-07-25,20.24512815980699
2023-07-26,20.215676972970712
2023-07-27,20.22811869395764
2023-07-28,20.312184763307123
2023-07-29,20.41658765592992
2023-07-30,20.5915902542356
2023-07-31,20.417360728226043
2023-08-01,20.603063149259444
2023-08-02,20.60158305666664
2023-08-03,20.667232690563807
2023-08-04,20.85027578253046
2023-08-05,20.85381154370039
2023-08-06,20.983739810744275
2023-08-07,20.88454943207501
2023-08-08,20.880405738832934
2023-08-09,20.97761411831195
2023-08-10,21.074249679127124
2023-08-11,21.117657335845372
2023-08-12,21.041561192776662
2023-08-13,21.20904897816279
2023-08-14,21.27282283301389
2023-08-15,21.551747403753392
2023-08-16,21.53768446112817
2023-08-17,21.314675664944115
2023-08-18,21.421261663845087
2023-08-19,21.3536557998163
2023-08-20,21.490929298603653
2023-08-21,21.631560500359036
2023-08-22,21.770585362088823
2023-08-23,21.62709161622564
2023-08-24,21.68458535599322
2023-08-25,21.585271097026137
2023-08-26,21.83373340794551
2023-08-27,21.79375855881404
2023-08-28,21.897056057263395
2023-08-29,21.91231392218324
2023-08-30,22.040573744574743
2023-08-31,21.924227160864337
2023-09-01,22.0032954754609
2023-09-02,22.412924711202834
2023-09-03,22.121257741872597
2023-09-04,22.190321442154538
2023-09-05,22.533691352832133
2023-09-06,22.690506716924038
2023-09-07,22.33284333711747
2023-09-08,22.4631751043212
2023-09-09,22.584155555094053
2023-09-10,22.77286976444056
2023-09-11,22.551314292157176
2023-09-12,22.67547221540579
2023-09-13,22.827733757606175
2023-09-14,22.84347660744666
2023-09-15,22.812384392876993
2023-09-16,22.886617703548396
2023-09-17,22.812510419163004
2023-09-18,22.976182625602533
