Date,Value
1980-03-31,57.22585830574389
1980-06-30,54.05762776301126
1980-09-30,54.20525875982059
1980-12-31,71.17913461993582
1981-03-31,55.361142878014306
1981-06-30,64.21693109081322
1981-09-30,75.98168107635617
1981-12-31,70.62829536861891
1982-03-31,95.49350127747425
1982-06-30,90.6418430750368
1982-09-30,78.79047182792824
1982-12-31,115.91657761822694
1983-03-31,95.73113449252766
1983-06-30,104.68592074709883
1983-09-30,128.75619169369728
1983-12-31,98.62074305507723
1984-03-31,148.52651513487123
1984-06-30,138.4968829647329
1984-09-30,125.2784302700853
1984-12-31,182.8652694709995
1985-03-31,143.35002710337017
1985-06-30,170.9283953460349
1985-09-30,204.23070621369135
1985-12-31,161.04367604362963
1986-03-31,248.2025028627458
1986-06-30,230.8801607934305
1986-09-30,217.61454278755423
1986-12-31,301.985933022301
1987-03-31,234.09744199090588
1987-06-30,274.3855045062731
1987-09-30,340.03866329858516
1987-12-31,255.00998311734344
1988-03-31,375.2167855371259
1988-06-30,356.7763754690107
1988-09-30,350.39556512074495
1988-12-31,462.9841489428006
1989-03-31,385.57419893173505
1989-06-30,445.37368591461956
1989-09-30,547.1741250740258
1989-12-31,448.24409900603325
1990-03-31,614.5613292703347
1990-06-30,574.8273342138023
1990-09-30,550.455852153626
1990-12-31,794.1247968927353
1991-03-31,608.0862916420127
1991-06-30,806.2949662540857
1991-09-30,847.4434338572156
1991-12-31,683.2940018684463
1992-03-31,972.5285214746431
1992-06-30,861.0984182295625
1992-09-30,976.4299345011042
1992-12-31,1277.8949666585168
1993-03-31,1004.041130910747
1993-06-30,1249.9037830507032
1993-09-30,1377.2246214435
1993-12-31,1142.8774838995894
1994-03-31,1563.8455113949708
1994-06-30,1406.4005332116208
1994-09-30,1353.8372182854278
1994-12-31,1869.7950396803537
1995-03-31,1531.8227713136012
1995-06-30,2000.3270514424185
1995-09-30,2236.880833653155
1995-12-31,1777.717169709146
1996-03-31,2562.8986393088308
1996-06-30,2370.609085510887
1996-09-30,2391.1064358102226
1996-12-31,3465.8596903172847
1997-03-31,2428.745925174922
1997-06-30,3479.4332341910176
1997-09-30,3649.0201675907233
1997-12-31,2695.3050003208505
1998-03-31,4060.549968919956
1998-06-30,3899.017925949529
1998-09-30,4132.436143520817
1998-12-31,5368.051606546637
1999-03-31,4078.0657080609058
1999-06-30,5099.159344758976
1999-09-30,5624.130015442317
1999-12-31,4767.255379131623
2000-03-31,7141.088085431269
2000-06-30,5745.364755196181
2000-09-30,6100.494864438509
2000-12-31,8156.267387516095
2001-03-31,6180.443441252004
2001-06-30,8177.349651456989
2001-09-30,9125.979380054981
2001-12-31,7674.415376540916
2002-03-31,11561.596417345885
2002-06-30,9355.267233027724
2002-09-30,9555.21230264899
2002-12-31,12769.912177408063
2003-03-31,10396.785061932564
2003-06-30,13907.94304571105
2003-09-30,13982.890508421677
2003-12-31,11812.965518528306
2004-03-31,17781.38323748952
2004-06-30,14471.859819921945
2004-09-30,15551.032296045367
2004-12-31,19424.729930352514
2005-03-31,16458.376376061162
2005-06-30,21333.809683581432
2005-09-30,22377.372377110525
2005-12-31,19481.893536525895
2006-03-31,31124.72590852695
2006-06-30,24125.539971638067
2006-09-30,25437.623985853206
2006-12-31,34065.55260676606
2007-03-31,26838.95285116101
2007-06-30,34558.11863842851
2007-09-30,34916.37171967014
2007-12-31,30616.908163735803
2008-03-31,52274.41686965798
2008-06-30,38833.34851666171
2008-09-30,43715.45527226463
2008-12-31,53389.86294277054
2009-03-31,42359.82976117617
2009-06-30,55873.69872340396
2009-09-30,60939.783561527314
2009-12-31,53067.10104438588
2010-03-31,74481.54036303243
2010-06-30,64919.40403018246
2010-09-30,67063.6867164682
2010-12-31,84263.42119135291
2011-03-31,63071.86982072812
2011-06-30,88932.9667005855
2011-09-30,93486.21718369561
2011-12-31,83906.16477585002
2012-03-31,105884.98659393338
2012-06-30,101043.82900956507
2012-09-30,109378.0517927371
2012-12-31,144219.48838035454
2013-03-31,103627.28284301273
2013-06-30,147880.3243975978
2013-09-30,151813.82553109885
2013-12-31,130658.27243672131
2014-03-31,192274.61760866104
2014-06-30,161677.37062505618
2014-09-30,185924.52470578338
2014-12-31,239741.52069589932
2015-03-31,182844.25205456864
2015-06-30,239144.78853869214
2015-09-30,244760.915168108
2015-12-31,218471.2161079824
2016-03-31,305743.5996298724
2016-06-30,243676.69007234252
2016-09-30,294449.22895809804
2016-12-31,355184.5082098799
2017-03-31,266275.38015274954
2017-06-30,355736.79182320624
2017-09-30,414493.0912608573
2017-12-31,357860.0493449804
2018-03-31,490988.2688415352
2018-06-30,385385.4193382666
2018-09-30,498681.3018956346
2018-12-31,550441.7652831083
2019-03-31,433751.9719504957
2019-06-30,660943.895516499
2019-09-30,616974.7208077387
2019-12-31,583614.1336248263
2020-03-31,814810.4068700367
2020-06-30,630198.1927751035
2020-09-30,763608.921208249
2020-12-31,986277.4029042877
2021-03-31,686132.1959823736
2021-06-30,1043707.0086524101
2021-09-30,1023272.9640774374
