normal_dist,uniform_dist,bimodal_dist,poisson_dist,exponential_dist
1.764052345967664,1.9314234504472143,-1.9774170720305846,4,0.08226637261955781
0.4001572083672233,1.2031717369071764,-1.0703268330741857,4,2.2480717298361452
0.9787379841057392,2.298465583914812,-2.813160968913415,3,0.24716348012045014
2.240893199201458,2.7994506415449836,-2.067411225547177,2,1.2659460737296824
1.8675579901499675,1.6484856851549914,-2.29204677339746,1,1.4294180212609233
-0.977277879876411,2.9653984993245723,-1.8324471899020005,1,2.2357090796379344
0.9500884175255894,0.6886193168657933,-3.2187821795996783,2,0.2326118835637156
-0.1513572082976979,-2.777222376651313,-1.44253772025486,0,1.2847045847735752
-0.10321885179355784,-2.914490909098225,-1.993125756332233,2,0.4355264180102857
0.41059850193837233,-0.947376748777268,-2.922350581814023,2,0.49149221928729186
0.144043571160878,1.9408303144052228,-2.180556567369933,1,0.709911025562245
1.454273506962975,2.196808237948386,-1.6955188291727379,7,0.14061208918254905
0.7610377251469934,2.764875172936067,-2.795723937729016,5,0.44429616183988047
0.12167501649282841,-2.6092711887070896,-1.998388891778422,1,2.8216000087284447
0.44386323274542566,-2.7325733340740155,-2.528736823900765,1,0.19921797454711473
0.33367432737426683,2.479701578202202,-2.277992515939484,2,0.3785758154005341
1.4940790731576061,-1.1697198098228305,-1.9866308086626816,2,1.6465083160440095
-0.20515826376580087,0.347924403657796,-1.9082748732092119,2,0.28765366296005906
0.31306770165090136,2.894669298004259,-2.2353712490913638,2,0.1800725950984688
-0.8540957393017248,-0.5973087915844602,-1.863601805234868,1,0.21135640663483812
-2.5529898158340787,0.9952283898590393,-1.5910111963725972,1,4.245847783948278
0.6536185954403606,-0.5947226182080882,-2.13945713755162,2,0.5332546341316324
0.8644361988595057,1.6091679867766784,-1.2842161212753544,3,0.504126991885102
-0.7421650204064419,0.16628835343719484,-1.2688929146097903,3,1.4147679811884701
2.2697546239876076,-1.5748611720819017,-2.2143510327929143,4,0.06479420900442537
-1.4543656745987648,-1.3721633924492027,-2.318920278236792,5,0.18577292541601323
0.04575851730144607,-1.4516447247695565,-2.8320864925830866,5,1.2725375588028611
-0.1871838500258336,0.19392196955136498,-2.063284665819695,4,0.3851497695336934
1.5327792143584575,1.2191340960939856,-2.1817188900580256,3,1.2095828800214052
1.469358769900285,2.695679400258853,-1.6104743899335041,5,0.023125693429135466
0.1549474256969163,1.1645242504978794,-2.7548308030341495,0,0.8924756230834363
0.37816251960217356,1.687157063774344,-2.138695695871555,5,0.7858015373992437
-0.8877857476301128,-1.9864433048126062,-1.5156278034444273,1,0.15648584208116822
-1.980796468223927,-0.7556242499560462,-2.3651785477789797,1,0.12639788270693034
-0.3479121493261526,-0.5173186808504036,-2.3811807683638047,5,2.6332330996693467
0.15634896910398005,1.1182813800028377,-2.7234701673779043,3,0.7032317358456552
1.2302906807277207,-1.2246481417387585,-0.6897130769908804,2,0.05118859384291734
1.2023798487844113,-1.1802484714820034,-2.37373658903269,3,0.16082370766029394
-0.3873268174079523,-0.864665072154791,-2.6501734161091695,5,1.1164285211999396
-0.30230275057533557,1.8618124892593935,-2.40192520201576,5,0.6477235201183209
-1.0485529650670926,0.4655405402600925,-2.387147540243402,2,0.9104647019996625
-1.4200179371789752,-2.5483363210035934,-2.1346948892256203,1,0.612996941825404
-1.7062701906250126,-2.530523401857187,-1.5873138839562426,1,2.5971571472862336
