X,Y
6.725591396736785,-5.8018241831643
9.491793682166971,20.87754865344435
99.88926120332906,355.89549916779674
32.663924942591095,130.52371696237992
74.81839120488463,270.7325994390983
80.66650530268164,316.712184355259
85.80232710072292,271.2861075717577
99.76282974021565,362.04166282085794
24.149648525686786,58.164185332160656
4.035082685969971,39.31703531057826
41.1191517994586,152.02785700926503
13.008066982894695,63.9204338806138
2.2425889162055124,0.5714019949239706
36.04268271414861,161.73868813267515
78.37382510752364,305.14288115750975
56.61806912250709,219.83412798901256
31.277798921035405,116.8819512863551
65.43420054927196,250.61684762835452
23.20181803088107,77.06851174833677
1.4381446072085025,32.144619305644
76.43533864364274,310.513303139228
62.374308486400906,249.72229090198692
76.23026245009599,262.2138691791878
3.893801668766561,30.85665218614502
83.71196278306522,277.1290388655553
61.95262000363033,238.28197623621966
56.33953507126401,216.20044100667482
62.46140481145316,191.21859004944275
86.4433246868364,289.31595952568017
58.69365065589071,209.76499936074214
58.095037988817936,207.31543801804625
99.06791570657658,332.5481662646419
75.6730167068568,282.6351330610425
44.22938054511353,169.83230408670758
70.73970000329277,253.70356737195428
38.92304716917885,131.11483508895873
22.8875462483499,111.08055439755591
59.68518768877594,252.0062991724817
92.81820981139515,325.1925046629523
92.91395200154628,322.9554936623156
34.19052781054903,139.4910006451615
52.7677466221695,187.5265255826535
21.16358985698612,81.28462048618675
99.56311094988834,373.26395135910263
98.11179078679358,315.20414600363165
64.95089297074473,263.6941718946599
80.44140596774734,292.9985313737026
71.51001612837,252.05519355805137
59.31582190394682,215.82069357938488
5.3347996988897695,27.92038604652457
45.476434255266106,134.54349382453287
67.47863021674105,276.0739703076584
67.75316138836847,247.962577504702
37.31226184223836,149.45295905678176
94.16919866580305,358.6231907417915
16.7357032236781,48.15171213166734
50.03594462155606,194.59524415615078
69.08839765508228,246.45656997481208
69.71358058918092,270.9329475664631
64.86389567688155,194.47908646205553
27.528821345186017,104.36898870332567
15.620656868662197,52.61588592463845
63.594032682671084,241.22437340203192
59.930211613943776,229.15662439616727
17.935601028924097,58.62208570479381
70.51391455705634,242.5552236661763
45.51719917336564,167.09688973563317
66.7760591603153,225.7833625147994
83.73670797701507,319.9181518285953
16.972842857692317,62.02080599297419
1.9144867996836679,-41.43906058753999
77.91025863957867,275.18946410608925
60.96974251526159,202.62322238653613
69.96395696221217,222.24833305852368
83.81549749886426,278.60570848157346
80.28109348245005,293.17199662523456
96.09201469288247,372.8948679900533
53.59350788521182,203.840967075541
48.84956326599054,168.8434036666521
40.18871998907301,159.7786038651696
15.369104284420454,54.610058791091745
57.26072328820224,196.52052412544495
27.70125243259788,83.8671301494329
92.13075122129754,297.4210531395071
58.31908042770976,206.31830736579525
59.284018050811014,220.6551329762412
35.492466087701004,132.2911579066557
5.198935197770749,19.876934633250446
3.174376537298862,2.195396666610396
42.33351441531975,170.33222428731847
8.456537809723786,13.255243935101554
60.68469555401391,237.9169927159182
88.09730056396575,298.2962115953456
88.29148165187222,303.97148103449206
65.90454101322324,211.33018973396779
21.1231831472931,73.90309807781313
86.29968313588721,331.5551401451648
88.60934353132082,330.44526412850195
