x1,x2
-2.833316258571807,-3.1405592765354773
4.557577466020199,2.1365972885750506
4.20163772505152,-4.378207193518196
-4.291446959774278,1.2173361563797196
-2.5048203915899347,3.8263685917771935
-2.152196511601951,4.11256250351049
-1.0100948027258745,-4.758009664106025
-3.527198578183555,-1.6239816273323608
2.1846547090332598,4.8261659819246026
-3.270510027252986,4.235142326737015
0.6630049263489659,-5.51987301070093
-4.49679070298116,0.12818011130411733
-2.936207521894608,4.877590495228859
5.878747283038657,-2.6301513757853474
2.2790461815386562,4.7544265789664255
2.867645566340107,-4.856374809992716
0.16866259339040401,5.111585366194633
-4.547461300416239,1.9130849112975867
4.184600064010573,5.063761978408192
-0.0773408967623283,-4.33537280262274
3.7842701895631303,3.4235353110391635
-0.18116714246231522,-4.879949729711207
1.9776312575134103,5.784645670828522
5.276684744583679,0.5065419325069149
-3.3945159342341444,3.986045303796786
3.0483006361628666,3.0484781684950137
-1.1735285452721922,-4.2517724901849965
-3.527296019274657,4.522261863725216
-2.2477103900074646,-3.355943363282896
2.522973583276515,5.341405534172498
4.168803583964882,4.076426542661979
3.553545305419702,3.514412077639976
1.4417777303588097,-5.142481453202654
-3.5243883996149243,-1.1501856129685801
-4.0928326104356305,2.2379010535279122
6.094686311300823,-1.6528107501999316
6.294945504032013,-1.990470540253727
-1.5470989057747326,5.129534507724737
1.2913943580280587,5.7873671955998365
-3.872200958366924,3.372808658795308
-0.9482593028546984,-4.408157530081105
0.6828614745486647,4.623378311311102
-3.81668859269329,3.043505585927826
-3.7366862490519335,0.8802894309602148
-2.8917076729693094,3.8037573159722697
0.6835459944417657,5.400454779064841
-3.0832586746502075,2.946243377669209
-5.229618471292775,0.824770298665999
-4.866991406584165,2.025076579255787
-3.4477162766582867,-0.9264256340628245
-3.902692954839927,1.568292868697085
-1.9398115332738395,-3.61200822386161
2.163594999439359,5.336004370447921
-2.5590743877307927,-0.37374346244535483
-2.7469544524209026,4.315203664334188
-4.224393298145026,-0.09620049596990815
1.7023191474890746,4.7206318686019895
4.955764068108038,-4.691682652619424
-1.5092412023980364,-4.295900046067637
-0.7289102682423139,5.365367413798385
2.5691408629766026,4.41666267020858
-1.497993871065053,-4.697912878362504
-3.855845882868341,-1.675948915452103
4.264939210430336,-4.324653279548663
4.085457653737645,1.6097104259069488
3.2588650091599862,4.804127944329186
-4.409098046319007,1.5261084226581556
4.853672856939469,1.8062446845760134
2.0301170582675305,-5.4881229323296905
-3.336197804046505,4.222591333249652
3.686013888464276,4.992145436912378
1.4222446462153187,-5.867562163468961
-5.090047880674182,1.5977096578855194
-2.6323124928340955,-4.095752580845473
-2.768377146183947,4.47371288341272
-1.6568909183201628,-4.597528345141056
4.93955055931478,1.8918850298319827
4.044414564638052,1.86540562466273
-4.926999883766397,1.359716464260753
0.8936566374913277,5.792103972494346
-3.767079181108864,2.1161905912833956
2.547834331198637,-5.065242422680159
-2.95240154344641,3.6603803019353345
5.451204032645678,-3.1935056453705113
-5.178734270793788,1.177294206538332
-2.292085717146658,4.903278876898356
3.7133537495289,4.554573247109174
3.773507908146838,5.021579281873069
-2.912376577341544,4.535631785816489
-3.1806838642872313,4.788314703199098
-5.201284429441951,1.2770603499269195
5.933548830373913,-3.2466187290592305
-1.5366185064549505,4.8227922311734845
6.275357695332168,-1.5460757674439571
-4.135745499627166,2.3188109866684
-4.6812008327523555,2.340537158733482
6.623617243719756,-1.10532307521951
0.5649129766499934,4.6471919240454
-4.658195643839533,2.68914036845005
6.29075671463253,-2.8409797502000513
0.5212683076444751,5.273912478404565
-3.0209543682130193,4.126637247201444
-1.0994334029862922,4.656381964715201
4.010740749985986,4.177047341902582
5.35537390636767,-3.351062834993491
3.0206699993669,-4.898964080054342
5.447770449022741,-3.4111837507271012
-4.271480116066486,-0.457746787538908
0.042215057386087634,4.957788273611699
-2.551519666908038,-2.4483931071028895
2.7858525723530834,4.12605210897786
-4.375841916154519,-1.0314085596522449
2.505569492761076,4.278963187502094
-3.1347583316856356,-1.5207032148355342
5.749799207027089,-3.2035499742157505
3.805684290527696,-4.822447076197454
-3.5890895387503665,3.440998210498914
-0.9801938523026557,5.100852749392828
4.993154162643609,2.478075774966723
3.9717515526952956,-4.759509850888751
6.313504519042214,-2.227425117389033
-5.603352980194928,1.4997613238124787
2.086195932207008,4.634635000786925
6.750387257653582,-2.5397995122840316
-3.0890329975322453,-2.2883417533787243
-3.091625917233097,4.089153453497512
1.9415452546278715,-5.248259707877915
3.204913605231106,4.817229698756704
4.045118192108845,3.053115278575702
5.768936520769847,-2.791015777294967
-5.359134321304164,0.8602985293558458
0.9331296291190473,-4.989529252017183
-0.12814983765123147,5.070490578741573
4.899663404634402,-3.398591077726016
5.136376509271211,1.9486902659533576
-2.371260191421521,-2.0507563414002243
4.642802371189459,-3.044264288884228
-4.606206498668712,1.6107544153091091
2.7399044502265877,4.830289152407805
2.995299549020186,5.220603736832428
-4.94789627165685,1.292379710891361
-2.9240842735258905,-2.4165230290091593
6.0902599957628505,-2.2573459108687186
-4.334925599873598,0.5780044538916764
-2.1670171549109813,3.824942175766631
-5.207918572765049,0.49816132764059984
4.908221187721862,1.2704251173315915
3.074840245838612,-5.060564101172807
0.24466490846305833,4.827726688768867
-3.226812408301886,3.9158117202267793
-3.1993240453078116,-3.179980739964684
-4.930381660014983,1.1888222257854246
0.19648488752862753,5.064441285070074
-3.8307671167530373,3.3325492396251524
5.411334357809149,1.2670108316748596
-1.2941475975382966,-3.901546426845402
-3.6770103986203733,0.9709996227937072
-1.1971911245346545,4.732866453441456
4.633040807400719,-3.34132514271612
-3.6523534111211706,0.07999439297827979
-0.09813664835364722,-4.70819013640663
-2.266661474393819,-4.066744404207733
-2.9164432468680834,4.0716804590066795
2.602417039369994,5.337675912696151
-1.6967254663194362,4.41993039014528
-1.2315753557600926,5.313550839100508
-3.302414034262355,-1.3791011152143786
6.414647700467046,-2.5669918424516864
-4.268400139174699,-0.7097274030989102
-3.7936761187041403,2.0160384287167235
-4.991922029097919,1.1961558687831122
-1.8719178758263304,3.767456899982828
6.123199130454495,-1.826710389618459
2.9174425371125943,4.1925294952575465
6.617904172593323,-0.5610350240903289
3.3338551219802457,4.403583417815089
3.6751440315603303,2.537817800905925
1.4303809683094788,5.569703182462027
1.1060613992114543,4.604347177532407
1.6165535863092448,4.683290800605781
3.883231553586485,4.313069535019704
1.8517520243963401,4.579086130181056
6.027898063880743,-2.456564025010564
-4.230990251237216,1.5815030296882564
-4.012369234724665,-0.31991249820249523
0.861626049982644,4.80080501815812
6.267105377787864,-1.0334040261121884
4.7787609411950465,-4.485688779381436
6.474475728782602,-2.645144721283919
1.4278170151731098,4.163808882719914
-1.908335251762432,-4.321032921120987
3.2773557447764086,4.6951538138362325
1.9576330786963263,-5.149963043590833
3.5360566474458963,3.403676582703215
-0.742559740680748,5.708463403036377
-3.53181886919562,3.5206764266725195
2.8184486599262772,3.859000696087986
-1.9205916412605402,-4.1218671947524
-3.008683684711115,3.8122075217665765
-1.012737786805853,4.885402696640574
2.21408030783578,3.8804833603430686
0.2557549617289707,4.482272461262092
5.910343142497068,-3.103242021937943
3.9660547468243217,2.949578785040046
-1.8229819970642709,4.539871675394684
-2.7609701824760524,4.449733730884275
4.462694326250176,1.3623271455467516
