Date,Value
2021-01-01,1.0
2021-01-02,0.9018054156439206
2021-01-03,1.1044176647570059
2021-01-04,1.0563316391628421
2021-01-05,0.957645834145415
2021-01-06,1.212084490527965
2021-01-07,0.8602821334349101
2021-01-08,1.0141269109977882
2021-01-09,0.9145451404880456
2021-01-10,1.1200196748114133
2021-01-11,1.0712543422134433
2021-01-12,0.97117441161179
2021-01-13,1.2292075002474532
2021-01-14,0.8724352625669325
2021-01-15,1.028453391609916
2021-01-16,0.92746483829118
2021-01-17,1.1358420930732458
2021-01-18,1.0863878569618868
2021-01-19,0.984894106087959
2021-01-20,1.2465724052012626
2021-01-21,0.8847600778725476
2021-01-22,1.0429822611385624
2021-01-23,0.9405670515152974
2021-01-24,1.1518880332296328
2021-01-25,1.1017351615262652
2021-01-26,0.9988076174669096
2021-01-27,1.2641826226218393
2021-01-28,0.897259004747049
2021-01-29,1.0577163787139388
2021-01-30,0.953854358539506
2021-01-31,1.168160652954485
2021-02-01,1.1172992760962805
2021-02-02,1.0129176837827778
2021-02-03,1.2820416180165688
2021-02-04,0.9099345028490747
2021-02-05,1.0726586438569334
2021-02-06,0.9673293741674459
2021-02-07,1.1846631545298913
2021-02-08,1.1330832635275858
2021-02-09,1.0272270817496627
2021-02-10,1.300152905849749
2021-02-11,0.9227890665846403
2021-02-12,1.0878119970497084
2021-02-13,0.9809947501418557
2021-02-14,1.2013987854762942
2021-02-15,1.1490902299445236
2021-02-16,1.041738627308058
2021-02-17,1.3185200502342043
2021-02-18,0.9358252255980135
2021-02-19,1.103179420314356
2021-02-20,0.9948531756664072
2021-02-21,1.2183708391915686
2021-02-22,1.165323325351378
2021-02-23,1.0564551761789969
2021-02-24,1.337146665632662
2021-02-25,0.9490455452695218
2021-02-26,1.1187639377997285
2021-02-27,1.0089073779349134
2021-02-28,1.2355826555991285
2021-03-01,1.1817857442522632
2021-03-02,1.0713796244260303
2021-03-03,1.356036417569044
2021-03-04,0.9624526272203916
2021-03-05,1.1345686163765603
2021-03-06,1.0231601226680118
2021-03-07,1.2530376218051877
2021-03-08,1.1984807262797696
2021-03-09,1.0865149090251405
2021-03-10,1.3751930233498013
2021-03-11,0.9760491098247213
2021-03-12,1.1505965662409956
2021-03-13,1.0376142146574288
2021-03-14,1.27073917276531
2021-03-15,1.2154115568324886
2021-03-16,1.1018640084427085
2021-03-17,1.394620252795443
2021-03-18,0.9898376687286855
2021-03-19,1.1668509415266428
2021-03-20,1.0522724983179341
2021-03-21,1.2886907919603685
2021-03-22,1.2325815677215444
2021-03-23,1.1174299432216448
2021-03-24,1.4143219289823972
2021-03-25,1.0038210173770739
2021-03-26,1.183334940925275
2021-03-27,1.0671378582470918
2021-03-28,1.3068960120820616
2021-03-29,1.249994137826261
2021-03-30,1.1332157765758004
2021-03-31,1.4343019289953516
2021-04-01,1.018001907547269
2021-04-02,1.2000518083162992
2021-04-03,1.0822132197929188
2021-04-04,1.3253584157281095
2021-04-05,1.2676526937590895
2021-04-06,1.1492246149927763
2021-04-07,1.4545641846902249
2021-04-08,1.0323831298907677
2021-04-09,1.2170048334051184
2021-04-10,1.0975015496295633
2021-04-11,1.3440816361072698
2021-04-12,1.2855607105399305
2021-04-13,1.1654596088452467
2021-04-14,1.475112683467914
2021-04-15,1.0469675144823527
2021-04-16,1.2341973523705105
2021-04-17,1.1130058563411147
2021-04-18,1.363069357754319
2021-04-19,1.3037217122799813
2021-04-20,1.1819239530109202
2021-04-21,1.4959514690589737
2021-04-22,1.0617579313770205
2021-04-23,1.2516327485211545
2021-04-24,1.1287291910136625
2021-04-25,1.3823253172551266
2021-04-26,1.3221392728752448
2021-04-27,1.1986208875012596
2021-04-28,1.5170846423193802
2021-04-29,1.0767572911747794
2021-04-30,1.26931445296143
2021-05-01,1.1446746478357182
2021-05-02,1.4018533039819792
2021-05-03,1.3408170167098339
2021-05-04,1.2155536980990798
2021-05-05,1.5385163620375375
2021-05-06,1.091968545593425
2021-05-07,1.2872459452666223
2021-05-08,1.1608453647071177
2021-05-09,1.4216571608392878
2021-05-10,1.3597586193692135
2021-05-11,1.232725717005158
2021-05-12,1.5602508457526827
2021-05-13,1.1073946880494074
2021-05-14,1.3054307541676675
2021-05-15,1.1772445238565301
