V1,V2,V3,V4,V5
0.214030042,0.100056568,-0.887757699,-0.280268527,0.037999714
-0.522185069,0.974282769,0.558263783,-0.614752808,0.013865826
0.230651687,0.98898806,0.016619681,-0.22482685,0.074688557
0.140561079,-0.111542997,0.469752078,0.973430306,-0.190862625
-0.741952354,0.410469118,-0.975350617,-0.653820369,-0.060876624
0.227614352,-0.245310588,-0.790563774,-0.250003699,-0.358623944
1.257095317,-0.512449302,-0.539732908,-0.297399518,-0.108497517
0.354598755,-0.181739179,0.564255666,0.889465256,-0.424253229
0.198947708,-0.020843495,-0.519142026,-0.699747164,0.187841653
0.962812677,0.427915625,-0.183332566,-0.864237469,0.076142908
0.890888544,0.301889447,-0.660434688,-0.684475978,0.873264746
0.107612417,0.376474152,0.533095683,-0.889426235,0.693495405
-0.332913438,0.967612811,0.164814842,0.087163681,-0.713680904
0.867615026,0.514904374,0.248014204,0.881077365,0.133058466
1.707185929,-0.393375592,-0.577860864,0.430658264,-0.246223223
0.652613461,-0.57102798,-0.464784843,-0.896714597,-0.68564006
-0.585642211,0.728526968,-0.332274764,0.120209557,-0.009317755
1.822688278,-0.09471483,0.636826611,0.619239218,-0.493032099
0.639586517,-0.647683361,0.048685285,0.035647189,-0.182873627
1.842879219,0.096212337,-0.751985458,0.460840519,0.642463921
-0.280537163,0.907219818,-0.420392017,0.888922014,-0.834389287
-0.815101222,0.656887897,0.952880336,-0.923869947,0.111659575
0.946599237,0.230993328,0.290899328,0.668475804,-0.81668806
0.07276091,1.0127878,0.923805363,0.926423961,-0.593391841
1.915838979,0.506801855,-0.39143975,0.447615606,0.081421059
1.588052945,-0.241170487,-0.227923933,-0.842848008,0.848253469
1.924358701,0.279619229,-0.475894747,0.066179471,0.259424275
2.136764324,0.411223735,0.773049472,-0.432049543,-0.375101569
0.988948169,-0.41302208,0.403218195,0.519969196,0.375303668
-0.322242701,0.954117742,-0.839347384,0.599576077,0.971941847
-0.511287108,0.894920105,-0.864673891,0.874251521,-0.594753464
0.751265795,0.63082898,-0.008829856,-0.645264186,-0.827415385
1.470202486,-0.6013089,-0.100930707,0.653142617,-0.746161433
1.661913791,-0.171765625,-0.2576918,0.788576104,-0.49106749
0.591065174,0.703893837,-0.157766123,0.358760561,0.929189707
0.25499386,-0.172840022,-0.427311294,0.3277026,-0.09552383
0.52216749,-0.21382921,0.76686501,-0.9938248,-0.582271762
-0.328965495,1.097478545,0.12322712,0.679793642,0.233509381
0.410023974,0.876726722,0.100908222,0.019202709,0.799705043
0.070097093,0.151294269,-0.19077196,-0.253015155,0.018281645
0.677707564,0.668797682,-0.21703438,-0.856375258,-0.529621266
0.337291952,-0.48197059,-0.049584843,-0.196167268,-0.550855079
0.683819401,1.068527032,-0.446927906,0.436852489,-0.088201291
0.376102336,-0.238458491,-0.25630909,0.834247425,-0.031059135
0.48665801,-0.393659527,0.993702472,-0.600590757,0.066015447
-0.908039912,0.714038568,-0.650749614,-0.458668693,0.321994118
-0.520179049,0.82905234,0.89087815,0.073273351,-0.10323465
-1.029118303,-0.060227422,-0.41650895,-0.094590251,-0.154612822
-0.837109149,0.133865856,-0.472238555,0.462281134,-0.053953371
-0.83938089,0.63318015,0.041488704,-0.736454865,0.104641212
1.928626796,-0.058904584,0.319854004,-0.816145328,0.766434624
0.149767099,0.573591841,-0.612632547,0.031325898,0.55534964
-0.12887679,0.97230028,0.700395808,-0.272142578,-0.978591154
1.281297421,-0.440668643,-0.735378831,-0.879022122,-0.621843914
0.834992428,-0.001025133,-0.250369718,-0.95158313,0.475067648
0.207802341,0.454552213,-0.121849411,-0.268609024,0.757442902
1.441457389,-0.304826478,0.547173399,0.516086589,0.098537221
1.194386585,-0.576303064,0.089220289,-0.338696305,-0.672286315
-0.962651249,0.590412415,-0.36777559,0.738161106,-0.528014812
1.919483201,-0.296310728,0.098137984,-0.869591906,-0.86737706
0.818645721,0.171616422,-0.165070763,0.5443624,0.046855977
0.094206366,0.00668494,0.475737566,-0.09693255,-0.002813165
