Date,Value
1979-01-31,50.699677718293
1979-02-28,50.662717643059594
1979-03-31,50.430616788166496
1979-04-30,50.27773401595683
1979-05-31,51.150714863219626
1979-06-30,51.19874670072691
1979-07-31,51.65000141963311
1979-08-31,51.72039151206343
1979-09-30,52.12798277048532
1979-10-31,51.53598960864858
1979-11-30,52.66270504884923
1979-12-31,52.30320861998147
1980-01-31,53.44244005555111
1980-02-29,52.260616511796904
1980-03-31,53.67359312402751
1980-04-30,53.10496741577942
1980-05-31,52.88070382384408
1980-06-30,53.16487071022735
1980-07-31,53.44704077476056
1980-08-31,54.01969820366188
1980-09-30,54.269433776081875
1980-10-31,53.921566831698044
1980-11-30,54.39664033914005
1980-12-31,55.68035361617968
1981-01-31,55.67339082352731
1981-02-28,55.22818187491718
1981-03-31,55.22942258076747
1981-04-30,55.470837306645706
1981-05-31,55.91798143125499
1981-06-30,55.300226963893785
1981-07-31,55.883335779384524
1981-08-31,55.37813281276061
1981-09-30,56.61243721260524
1981-10-31,56.936824422757184
1981-11-30,56.57203402335933
1981-12-31,57.80102143775724
1982-01-31,56.601546026214265
1982-02-28,56.682642219213726
1982-03-31,57.72745637020183
1982-04-30,58.33918041383113
1982-05-31,58.85799590985719
1982-06-30,57.986990734296995
1982-07-31,58.95617408405032
1982-08-31,58.597980234187524
1982-09-30,58.731321620570675
1982-10-31,59.459866040887626
1982-11-30,59.5445983129542
1982-12-31,58.630641596858574
1983-01-31,60.35750865181686
1983-02-28,60.50968495563084
1983-03-31,59.70725872940556
1983-04-30,60.41834264848224
1983-05-31,60.6678567765081
1983-06-30,60.751579367881895
1983-07-31,60.54649070965044
1983-08-31,60.686232404207324
1983-09-30,61.209667854283836
1983-10-31,62.00921020101245
1983-11-30,61.895046570283185
1983-12-31,61.638340128546126
1984-01-31,62.409897451516564
1984-02-29,60.800177587480555
1984-03-31,62.99923254958485
1984-04-30,61.75539361161295
1984-05-31,62.64443083190364
1984-06-30,62.46621715689535
1984-07-31,62.57911216795117
1984-08-31,64.00726710110409
1984-09-30,63.39340390836209
1984-10-31,64.0009072514866
1984-11-30,64.00459582278485
1984-12-31,64.46697732743922
1985-01-31,64.467268660961
1985-02-28,63.98776240493979
1985-03-31,65.32779272836083
1985-04-30,64.78318182865982
1985-05-31,64.45216997251381
1985-06-30,65.21680414296394
1985-07-31,66.38164242036726
1985-08-31,66.25677419771006
1985-09-30,65.85773806105257
1985-10-31,66.0578360777005
1985-11-30,66.27204820585423
1985-12-31,67.67164052484655
1986-01-31,67.02463506078512
1986-02-28,67.24908895986808
1986-03-31,67.74961066489168
1986-04-30,67.55426431899221
1986-05-31,67.50574946817181
1986-06-30,67.73749641814288
1986-07-31,68.00027151458156
1986-08-31,68.21786182763687
1986-09-30,68.80068851931348
1986-10-31,68.66324749200184
1986-11-30,69.2039953893092
1986-12-31,68.99771786225033
1987-01-31,69.27779454906586
1987-02-28,68.43977741324497
1987-03-31,70.09744239446546
1987-04-30,70.01292359666643
1987-05-31,70.53908521525047
1987-06-30,68.792353272827
1987-07-31,71.48506911591743
1987-08-31,70.57148775105269
1987-09-30,71.39577477510223
1987-10-31,70.52213120477391
1987-11-30,71.54887192247116
1987-12-31,70.91617798995627
1988-01-31,71.3314020927984
1988-02-29,72.80070305168289
1988-03-31,71.94874697597103
1988-04-30,72.35320541454577
1988-05-31,72.8799236449035
1988-06-30,72.89313152514863
1988-07-31,72.92090083533732
1988-08-31,73.22857268560186
1988-09-30,74.44820077859107
1988-10-31,73.41808438905835
1988-11-30,73.74784411253584
1988-12-31,74.37302258878537
1989-01-31,74.60085915886377
1989-02-28,74.84201214676816
1989-03-31,74.76826290660577
1989-04-30,74.07779614082915
1989-05-31,75.66641516494815
1989-06-30,74.47692750389146
1989-07-31,75.40181873462352
1989-08-31,75.07376387859755
1989-09-30,75.61923343191393
1989-10-31,76.01608461196537
1989-11-30,76.21278281614197
1989-12-31,76.46346538713769
1990-01-31,77.25976144615258
1990-02-28,76.88007376398343
1990-03-31,76.73162909718434
1990-04-30,77.53615180057704
1990-05-31,77.84924426249839
1990-06-30,76.84110591207079
1990-07-31,77.95401065616741
1990-08-31,78.20629779400115
1990-09-30,77.9073304727689
1990-10-31,78.94436643270791
1990-11-30,78.38188603413904
1990-12-31,78.7201028559943
1991-01-31,78.77117951871979
1991-02-28,79.06590575625566
1991-03-31,78.71037949062054
1991-04-30,78.73889239437419
1991-05-31,80.45657116888704
1991-06-30,79.4362387647186
1991-07-31,79.5644240657528
1991-08-31,79.18382598528231
1991-09-30,80.14144096984262
1991-10-31,79.99977774858684
1991-11-30,81.68273102696197
1991-12-31,81.56703279316832
1992-01-31,80.91844987751135
1992-02-29,82.58914375437556
1992-03-31,82.15420939680241
1992-04-30,81.70131176315552
1992-05-31,80.81442539907624
1992-06-30,83.41000034441161
1992-07-31,81.77014362633764
1992-08-31,81.84263128784421
1992-09-30,83.37701667893067
1992-10-31,84.2860084676987
1992-11-30,83.95866947538752
1992-12-31,83.74888842776164
1993-01-31,83.96471184017133
1993-02-28,84.29444325033204
1993-03-31,84.44760056743847
1993-04-30,84.40913278613299
1993-05-31,84.52103842772745
1993-06-30,84.63804211340495
1993-07-31,84.49275718452458
1993-08-31,84.92980274212775
1993-09-30,84.42406267506664
1993-10-31,85.42177207037017
1993-11-30,85.17704713179529
1993-12-31,85.31994882836605
1994-01-31,86.16209136415391
1994-02-28,86.96854623335265
1994-03-31,86.93210419478473
1994-04-30,85.88809639157519
1994-05-31,86.3789334267048
1994-06-30,87.5445338905873
1994-07-31,86.78330540142723
1994-08-31,87.36263332480108
1994-09-30,87.95037675091508
1994-10-31,87.3915792755742
1994-11-30,88.1288400576822
1994-12-31,87.60954035875332
1995-01-31,88.17627008584003
1995-02-28,88.8372456764901
1995-03-31,88.08125864425621
1995-04-30,89.29839368160545
1995-05-31,89.26873821476511
1995-06-30,89.75520289304025
1995-07-31,89.7913157844672
1995-08-31,90.561829734025
1995-09-30,90.14277257196524
1995-10-31,90.06585835168187
1995-11-30,90.54211067536384
1995-12-31,90.95301173996909
1996-01-31,90.90619356221697
1996-02-29,91.10246017425925
1996-03-31,90.93156928635715
1996-04-30,91.15151547308825
1996-05-31,90.98206409756708
1996-06-30,92.75855590666362
1996-07-31,91.4622367189777
1996-08-31,91.9381165393786
1996-09-30,92.12576630709516
1996-10-31,93.13283292995519
1996-11-30,92.73829670394016
1996-12-31,93.71004338102624
1997-01-31,92.94982783417066
1997-02-28,93.62647102900769
1997-03-31,93.26970122286912
1997-04-30,94.9603501149889
1997-05-31,93.49437714319065
1997-06-30,94.44348750942214
1997-07-31,94.80586639637787
1997-08-31,94.89627830624077
1997-09-30,94.79713572967938
1997-10-31,95.02527001085474
1997-11-30,95.3124868983142
1997-12-31,95.4174809631136
1998-01-31,96.17332232392853
1998-02-28,96.99704506792995
1998-03-31,95.81343847623356
1998-04-30,95.60768368055115
1998-05-31,96.44884494776825
1998-06-30,97.98324144237426
1998-07-31,96.49195029116544
1998-08-31,97.91374677947555
1998-09-30,98.13343958539494
1998-10-31,97.21819585910592
1998-11-30,97.97988232115577
1998-12-31,98.7099898947306
1999-01-31,97.9066285142758
1999-02-28,98.19480300632156
1999-03-31,98.20615353100163
1999-04-30,98.19001642423272
1999-05-31,98.57315681864935
1999-06-30,98.48622625940445
1999-07-31,99.3156389285184
1999-08-31,99.11401138046267
1999-09-30,99.81629175349057
1999-10-31,99.12185177609658
1999-11-30,100.26564051690885
1999-12-31,100.71736568320927
2000-01-31,99.50413418272228
2000-02-29,100.88843109053501
2000-03-31,101.51563810345108
2000-04-30,100.49738389947204
2000-05-31,102.1388914038397
2000-06-30,101.71251551670709
2000-07-31,101.35090088574805
2000-08-31,101.8759230764016
2000-09-30,102.38337187309453
