Date,Close,Volume
2015-01-02,36.9266006,2725884.731
2015-01-03,37.34050978,2715483.462
2015-01-04,37.79911319,2232065.193
2015-01-05,36.94145433,2492694.925
2015-01-06,36.9623953,3125069.656
2015-01-07,37.89000294,1772730.387
2015-01-08,37.50504665,3408261.118
2015-01-09,36.90752485,1977998.849
2015-01-10,37.43447482,2665579.58
2015-01-11,36.95241871,2988114.312
2015-01-12,36.97219543,2638380.043
2015-01-13,37.3469742,1847631.774
2015-01-14,36.29028569,2427907.505
2015-01-15,36.40539966,3360922.236
2015-01-16,37.00764756,1989579.967
2015-01-17,36.80330852,3674008.698
2015-01-18,37.4877805,2664188.43
2015-01-19,36.89757756,3124311.161
2015-01-20,36.6663705,3080699.892
2015-01-21,38.12627949,3799808.623
2015-01-22,37.30149971,3370425.354
2015-01-23,37.46908472,2385178.085
2015-01-24,36.74387928,2795739.817
2015-01-25,37.20499476,4002089.548
2015-01-26,37.55358017,2290267.279
2015-01-27,36.94355485,3205396.01
2015-01-28,37.7278334,3703752.741
2015-01-29,37.2605978,4039429.472
2015-01-30,37.43600303,2555146.203
2015-01-31,37.30192935,2760603.935
2015-02-01,38.5498545,2871940.666
2015-02-02,37.63789955,3831723.397
2015-02-03,37.13672546,3824771.128
2015-02-04,38.09778613,3507192.859
2015-02-05,37.09702461,2647235.59
2015-02-06,37.83281098,3199301.322
2015-02-07,36.76947688,3295608.053
2015-02-07,37.10615167,4234863.784
2015-02-08,37.88960807,4260268.515
2015-02-09,38.1813435,4682226.246
2015-02-10,37.9187271,3165065.977
2015-02-11,37.79615158,2923501.708
2015-02-12,37.72435662,3061044.44
2015-02-13,37.15658023,3712232.171
2015-02-14,37.55685188,4577955.902
2015-02-15,37.70738735,4070370.633
2015-02-16,38.48720061,4826963.364
2015-02-17,38.15138139,5051770.095
2015-02-18,37.11898493,3813807.827
2015-02-19,38.18347974,3401094.558
2015-02-20,37.84982937,4284586.289
2015-02-21,37.72484227,3700180.02
2015-02-22,38.39007417,3836844.751
2015-02-23,38.62066854,4948714.482
2015-02-24,38.59174159,4699303.213
2015-02-25,37.72742553,5145442.945
2015-02-26,38.01336086,4008805.676
2015-02-27,38.35453152,5331894.407
2015-02-28,38.69760512,4235787.138
2015-03-01,37.99117819,3777978.869
2015-03-02,38.15886858,4747411.6
2015-03-03,37.71946333,5056869.332
2015-03-04,37.69546026,3975179.063
2015-03-05,38.72075924,4914200.794
2015-03-06,39.0135491,5361933.525
2015-03-07,38.32035678,4513461.256
2015-03-08,38.87906105,4120628.987
2015-03-09,38.57904536,4453811.718
2015-03-10,38.09660023,5710996.45
2015-03-11,38.62079066,4064551.181
2015-03-12,39.2300439,5845464.912
2015-03-13,38.46404535,5748050.643
2015-03-14,39.28521296,5657632.374
2015-03-15,37.21395133,5243114.105
2015-03-15,38.95570789,4294566.837
2015-03-16,38.60921293,5062695.568
2015-03-17,38.43711847,6256442.299
2015-03-18,38.65343529,6236590.03
2015-03-19,37.6347032,5108238.761
2015-03-20,38.53958447,6340712.492
2015-03-21,38.84890945,5037960.223
2015-03-22,39.43023295,5809522.955
2015-03-23,38.45308357,4815327.686
2015-03-24,38.32890463,6448662.417
2015-03-25,38.50320567,6316667.148
2015-03-26,39.232718,5173734.879
2015-03-27,38.96032525,5459619.61
2015-03-28,38.55200235,6197537.342
2015-03-29,39.09444893,5022574.073
2015-03-30,38.90728674,6754260.804
2015-03-31,39.36400322,5619902.535
2015-04-01,38.54958693,6227162.266
2015-04-02,38.75771516,5080971.997
2015-04-03,38.74642491,5130509.728
2015-04-04,38.23165427,6729086.46
2015-04-05,39.13240463,5499846.191
2015-04-06,39.13580489,6667928.922
2015-04-07,39.02876673,6034001.653
2015-04-08,38.9298492,6575415.384
2015-04-09,38.36039015,7047638.115
2015-04-10,38.87868561,5318654.847
2015-04-11,38.93858377,6119729.578
2015-04-12,38.72973515,6945307.309
2015-04-13,39.07116368,6019590.04
2015-04-14,39.37476472,6340506.771
2015-04-15,40.136765,5990810.502
2015-04-16,39.30189371,7043632.233
2015-04-17,39.36431275,5536871.965
2015-04-18,39.21924736,5999551.696
2015-04-19,38.31801746,7320900.427
2015-04-20,39.28507889,7360818.158
2015-04-21,39.34938368,6804846.889
2015-04-21,40.57182239,6660538.62
2015-04-22,39.26495361,7404291.352
2015-04-23,39.53284052,6116694.083
2015-04-24,39.38564371,6789646.814
2015-04-25,38.83959334,6362847.545
2015-04-26,40.01627652,6061281.276
2015-04-27,39.84176438,7747261.007
2015-04-28,39.88224659,6701506.738
2015-04-29,39.05296965,7976190.47
2015-04-30,40.22999329,6753470.201
2015-05-01,38.84860335,7542518.932
2015-05-02,39.86389019,7872538.663
2015-05-03,40.68662221,7160630.394
2015-05-04,39.11705899,6268003.125
2015-05-05,39.35011104,6362268.857
2015-05-06,39.70401834,6476302.588
2015-05-07,39.42338759,7335720.319
2015-05-08,38.92072646,8406774.05
2015-05-09,39.75127241,6934845.781
2015-05-10,39.20677183,7007339.512
2015-05-11,39.99565265,7283612.243
2015-05-12,39.32007708,6708782.975
2015-05-13,40.57568915,6877861.706
2015-05-14,39.43002806,8122529.437
2015-05-15,39.6815567,6999586.168
2015-05-16,40.27027882,8551951.899
2015-05-17,39.26902081,7333684.63
2015-05-18,40.01911569,7952160.362
2015-05-19,40.57988986,7114975.093
2015-05-20,39.14350962,8650426.824
2015-05-21,40.06050092,7416437.555
2015-05-22,40.11905814,7625318.286
2015-05-23,40.40096094,7310188.017
2015-05-24,39.4125069,7852315.748
2015-05-25,39.3916867,7453154.48
2015-05-26,40.33381855,8060486.211
2015-05-27,40.24227286,8000764.942
2015-05-27,40.2399597,8272626.673
2015-05-28,40.30887014,9184233.404
2015-05-29,39.81656643,8890411.135
2015-05-30,40.29363839,8079966.867
2015-05-31,40.34498053,9167582.598
2015-06-01,39.86220134,9366006.329
2015-06-02,41.17319706,8902721.06
2015-06-03,40.49815902,7601942.791
2015-06-04,39.68652357,8451958.522
2015-06-05,40.63138488,7633178.254
2015-06-06,39.83669999,7857765.985
2015-06-07,40.73851588,8117028.716
