Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,True_Label
7.789963519471427,-5.235104984471225,1.4246277320772434,1.0686869740966272,2.011908265243039,-0.7437457673392749,2.55787556350256,-1.3961816700113712,2.8514152928608514,-1.22322023006193,3
-0.6520916791116121,-1.079087384293772,2.5009004979342815,-2.2641123520995676,-2.845666011086796,0.509525397643461,3.0492657915872337,-2.305281764907213,-0.6994520414464077,-0.16041938197534772,2
-0.1926988487598734,-0.7779468848342914,-1.4974466686057486,1.5636955100482646,0.05643542937821322,0.5034717524534217,0.7727301948890144,-0.32369404444172256,0.15185542487475767,-0.19024084441321568,1
2.7043180535793025,-2.6121591370417145,1.4980976334877842,-0.5491003605419982,-0.2577563230777855,-0.6218456943877536,1.8742157729733129,-1.5284434717907698,-0.03813113711028393,1.1718101432738448,1
2.153789380396735,-0.5941277575499105,-0.9800623018406142,-2.655125273977,0.7653643062979354,-1.1069703537723057,-1.6732049627801333,1.9939386295960182,-1.3642518256328315,1.2710653260070335,0
2.221128048354046,0.014477036355897921,0.7289411945704503,1.292887491190389,2.9941979519866555,1.2400763135277149,1.6095662556299244,-1.4352879340079627,0.35811995958410003,0.4795075480016086,0
4.192629634845341,-2.1926316743447067,-0.9066485451542928,0.6208049162911815,0.38232580525617965,-1.1007555615910036,1.3102051220701145,-1.8473911113643826,3.373592144879826,0.10801412097950092,3
-1.1106470400351485,-0.6203560348427098,-0.5894523999387185,0.333186176199459,-0.3464376070225763,-0.8153301457565083,-1.2297137427711424,1.1637998125726965,-2.209935160636968,1.6733639461525236,0
4.769332569398349,-3.062574114507747,-2.085792438905004,3.008724324851643,4.512289147238268,-4.12843476005767,-2.974719989074353,0.301316203559997,-2.748796816337448,-0.3432059268430377,3
2.3946649623653515,-1.8114840332998128,-0.47020333878531134,3.2419284679820066,1.2406674943303146,-2.622096531009852,-0.7768691750569652,-1.602967767494954,1.3893722292116881,0.2431346551384891,3
1.1639488832324658,-1.9565494892874669,2.498430483721495,1.0380796292751409,-1.8998236286001118,-2.433907210697006,-0.6433765287907655,-0.6526638266445061,2.433750265936742,0.7031401972360493,3
3.6492258861031646,-0.8389210976388104,0.3980482165092625,3.765037491981791,4.325054410308811,-7.6177564246225336,-8.252944285307834,2.107001297036164,-1.0028006432022794,0.8567374214704584,3
3.833487928248728,-1.036422978752521,-0.42483134752563845,-1.7348037468644366,1.266090423609949,-2.833308552282415,-2.613387490293028,1.3528553661635498,0.30881314920183955,-1.6339229590592872,0
3.0175382118698737,-1.5796834726428717,0.48630999335022157,-1.7323069062549796,0.751676559422729,-1.3109717273902763,-0.9758008104375154,1.2244358358711578,-0.569167075791487,0.23985774584929662,0
-2.605622643365379,0.9015714078102623,-0.6145387836910949,-3.410845637573386,-3.531057388662126,-2.8069639289272104,-2.5102175812308274,0.7124356979264268,-1.8397752985053293,0.7534194635024307,2
3.202344397270016,-2.006450741139685,-0.26330780687791616,-0.578816433030988,0.4687221713030383,-2.492486672396905,0.31576321604082536,-2.0141751904433987,-0.3904374677911775,0.3374820747263991,1
4.893974020599452,-1.7990771000206762,-1.543450943185747,-1.971414988083055,1.5473026145769329,0.6394135446384281,4.007711156891527,-3.535639314450096,0.5750551409762389,-0.26995189682516413,3
