normal_dist,uniform_dist,bimodal_dist,poisson_dist,exponential_dist,negatively_skewed,positively_skewed
1.764052345967664,1.9314234504472143,-1.9774170720305848,4,0.0822663726195578,-1.1755935879568054,0.374130718699259
0.4001572083672233,1.2031717369071764,-1.0703268330741855,4,2.248071729836145,-1.010542614974722,0.12369121928542956
0.9787379841057392,2.298465583914812,-2.813160968913415,3,0.2471634801204501,-0.24392040181080968,0.5663402660193686
2.240893199201458,2.799450641544984,-2.067411225547177,2,1.2659460737296824,-1.3201924637358242,0.7247911518753201
1.8675579901499677,1.6484856851549914,-2.29204677339746,1,1.429418021260923,-1.8315155558673575,0.5086124819363945
-0.977277879876411,2.9653984993245723,-1.8324471899020005,1,2.2357090796379344,-0.2058592008229099,0.00681562765590511
0.9500884175255894,0.6886193168657933,-3.2187821795996783,2,0.2326118835637156,-0.16201154348746424,0.26465666429460677
-0.1513572082976979,-2.777222376651313,-1.44253772025486,0,1.2847045847735752,-0.06047158987540538,1.0081798832696904
-0.1032188517935578,-2.914490909098225,-1.993125756332233,2,0.4355264180102857,-0.014394171008799677,1.4135008127358906
0.4105985019383723,-0.947376748777268,-2.922350581814023,2,0.4914922192872918,-0.28883882430068725,0.2110452628089164
0.144043571160878,1.9408303144052228,-2.180556567369933,1,0.709911025562245,-2.358217475617667,0.7770380400107877
1.454273506962975,2.196808237948386,-1.695518829172738,7,0.140612089182549,-0.23461836586984905,0.6651378284612794
0.7610377251469934,2.764875172936067,-2.795723937729016,5,0.4442961618398804,-0.08866837949971447,0.4401511235137196
0.1216750164928284,-2.6092711887070896,-1.998388891778422,1,2.8216000087284447,-1.5082681262508304,1.4675852234937536
0.4438632327454256,-2.7325733340740155,-2.528736823900765,1,0.1992179745471147,-2.421463503492701,0.8604018301662991
0.3336743273742668,2.479701578202202,-2.277992515939484,2,0.3785758154005341,-1.5445974036179315,1.4024976829655027
1.494079073157606,-1.1697198098228303,-1.9866308086626816,2,1.6465083160440095,-4.9511626513419955,0.42925823361241305
-0.2051582637658008,0.347924403657796,-1.908274873209212,2,0.287653662960059,-1.1101848981286608,3.1140598449048538
0.3130677016509013,2.894669298004259,-2.235371249091364,2,0.1800725950984688,-0.5291543325817503,0.044175181161098656
-0.8540957393017248,-0.5973087915844602,-1.863601805234868,1,0.2113564066348381,-1.648204621094781,1.6030938324070234
-2.5529898158340787,0.9952283898590392,-1.5910111963725972,1,4.245847783948278,-0.4950279007300506,1.2260724802362553
0.6536185954403606,-0.5947226182080882,-2.13945713755162,2,0.5332546341316324,-0.039447086956577886,0.26079458809486133
0.8644361988595057,1.6091679867766784,-1.2842161212753544,3,0.504126991885102,-0.83974801980485,0.41834647803232705
-0.7421650204064419,0.1662883534371948,-1.2688929146097905,3,1.41476798118847,-1.0071608330622996,0.14233535960849447
2.269754623987608,-1.5748611720819017,-2.2143510327929143,4,0.0647942090044253,-0.04862174366504826,0.026630918750715174
-1.4543656745987648,-1.3721633924492027,-2.318920278236792,5,0.1857729254160132,-0.0877315319049834,1.6208882559442823
0.045758517301446,-1.4516447247695563,-2.832086492583086,5,1.2725375588028611,-0.5141518813964646,1.2616921302650523
-0.1871838500258336,0.1939219695513649,-2.063284665819695,4,0.3851497695336934,-0.4993338736975797,0.37230265100377385
