V1,V2,V4,V5,V6
-0.158352798,-0.362053481,-0.105631088,-0.668468866,0.439701205
-0.049652638,0.406525394,-0.977227668,0.399256687,0.121315435
0.403011009,-0.099120645,0.206530128,-0.745632881,-0.883325888
-0.177413961,-0.995773013,-0.95596131,0.392939877,0.80032357
0.664575018,0.810208704,-0.126705543,0.952769729,0.739397794
0.336599229,-0.122270162,-0.809516359,0.96729767,0.726137365
-0.366225194,0.14968905,-0.427748247,-0.299467378,-0.84362546
0.234145748,-0.386405204,-0.952274294,0.038952154,0.694984259
-0.270434433,0.293988991,-0.471004808,0.56859663,-0.609068443
-0.778336624,0.774296983,0.286415103,0.773771489,0.448237656
0.003256449,0.980280203,-0.870834095,0.079448281,-0.68866257
1.020586057,0.235666811,0.764453309,0.702576049,-0.136454113
-0.34453429,-0.198548602,0.338140364,-0.340990794,0.961389703
-0.563019459,-0.789945475,-0.872889381,-0.208568897,0.725654118
0.299219534,0.088523808,0.644213297,-0.202761881,-0.2821485
-0.921423307,-0.33905162,-0.181633611,-0.560646298,-0.830604193
-0.014519174,0.485391553,-0.540597811,-0.902379036,-0.052518112
-0.379639076,-0.078118317,0.296619058,0.662565974,-0.289890176
0.831979118,0.258063725,-0.904126538,-0.553370601,-0.473906178
-0.36880963,-0.032302642,0.001926378,-0.285234211,-0.873206516
0.801364051,0.471720909,0.169495138,-0.818192777,-0.236741832
-0.898616262,0.470975751,-0.572130478,-0.011282269,0.223490635
0.650813347,0.739618358,0.443453997,0.644265217,0.466489179
-1.020816168,0.157817051,0.098014631,-0.107979022,0.255801987
0.999222518,0.007611337,-0.235103383,-0.94024922,-0.352876039
0.171840629,-0.362336173,-0.114133687,-0.241337219,-0.968517158
0.24726904,-0.917469696,0.405939738,0.374640899,0.948929406
-0.377113361,0.006903508,-0.412511658,-0.301589909,0.511161576
0.640409312,0.713966265,-0.174378839,-0.915193291,-0.148002975
-0.079625968,0.326429567,-0.378724456,-0.290261963,0.382562029
0.450848155,-0.822971601,0.183484459,0.157595111,-0.541092483
0.038441996,0.47138763,0.347073003,-0.495908073,-0.673801212
0.092637438,0.97106993,0.450574615,0.170577308,-0.676458754
-0.583644512,0.799528101,0.714283684,0.397124785,0.352794648
-0.025799303,0.386234317,-0.964915871,0.938363948,0.935527055
0.164278763,0.301700135,-0.804773758,0.514721634,0.25715241
-0.963212415,0.283441975,-0.91841123,0.513667607,-0.581634052
-0.920394032,-0.205406744,-0.317474643,-0.130427174,-0.085293265
0.332606183,0.122174114,0.701746234,0.536803261,0.183322337
-0.280394678,-0.391095667,-0.96962455,0.863292983,0.23583663
0.128192588,-1.030555557,-0.925899698,-0.757607114,0.66913263
-0.957694605,-0.514861809,-0.987330342,0.236356799,-0.618421
0.372586172,0.017725153,0.075538566,-0.996273527,-0.649041572
0.951597857,-0.016009105,0.840520639,0.789516904,-0.460666286
-0.396696839,0.936906326,-0.282544889,0.400270028,0.162502224
-0.092319092,-1.001115344,0.150341763,0.703280151,-0.672983824
-1.030761671,0.28663254,0.804196321,-0.257255061,-0.425635328
1.05096786,-0.09380538,0.65434989,0.365528058,0.73870069
-0.226506254,0.307111961,0.895828834,0.050536946,0.777621257
-0.167925115,0.446918567,0.016262421,0.502083154,-0.014500206
-0.034298514,-0.435631059,-0.375887362,0.478097555,-0.588358221
0.219806599,-1.013388793,0.609772084,0.369891433,-0.755124037
