Feature_1,Feature_2,Label
10.00795366317141,-9.993505040466644,0
-0.12027790896023587,-12.653086045641746,1
2.1701659049155317,-12.742086496121933,0
2.1801238522105404,-12.650774067116284,0
-4.556178275421524,-10.781481841307205,1
14.419691117605435,-4.296794242565387,0
-1.5777089710121417,-12.204341058734615,1
-0.41868946714442296,-12.494060919796096,1
3.208135764842016,-12.610049832505794,0
-9.247422692110135,-4.344096135925309,2
-6.269399456069397,5.146016523514656,3
14.643208076662658,-3.9454092533757006,0
-3.7200753703421383,6.359645346036967,4
-2.544708348500813,-11.861551011095145,1
4.349321549678549,-12.580106127595373,0
0.7483179061163119,5.9867670716205525,5
3.665409272606888,2.277200409336472,6
12.938228810710815,-6.886397755936318,0
-9.577131234055338,-1.7853689745814343,2
13.223949144979134,-6.639054377378146,0
-6.6121057100303275,4.715501385969367,3
-3.573923844004582,-11.418780012443111,1
-9.42417663629088,-4.294364178954911,2
-3.7458557745204595,6.280176338675942,4
-7.66045511665912,3.6449735274747725,3
12.620720836933518,-7.302151134827921,0
-9.401768479551414,-4.049595536895658,2
13.835121005246531,-5.57069623980297,0
-7.742870798406423,-7.936356032617598,2
9.309436605230264,-10.52556822767395,0
-1.5234942004190135,-12.200631475980641,1
10.94603560651304,-9.360103490148296,0
13.167798097762976,-6.6981847148332125,0
15.395795871950712,-1.4931277348080325,7
3.3458160379941146,-12.622663663668167,0
-5.272286979353342,-10.441602093962652,1
-9.141780533364058,-5.187550341315008,2
6.666514529869038,-11.90390764207127,0
3.4999911919242694,-12.658687904319788,0
1.8304510040810031,-12.691893242473514,0
5.969417660399226,-12.0131070946028,0
-8.850277051737297,1.4563332088449044,3
-6.848155383362889,4.595203023821529,3
-7.09815288812465,-8.741534516315035,2
-0.6781185995218659,6.414178871593073,5
7.948178426568102,-11.224596832788853,0
-2.582653875066326,-11.842261031254065,1
-9.05197197987062,1.4877605756292582,3
-6.56333769046832,-9.19860566917627,2
15.564990700386653,-0.22581846426893318,7
2.8360253022531476,4.221769153900772,8
14.307701640398763,-4.745907734177238,0
13.202466764144821,-6.740984654345755,0
-6.055014621810242,5.137248681699515,3
1.2699600765640646,5.721111083449104,5
8.568072928027917,-10.886902082243742,0
-3.945872705849751,-11.181861387525744,1
-9.306699181063633,-4.475033431522162,2
15.567513550798688,-0.9926837437817224,7
14.412720421424845,-4.449810271325657,0
3.0650479828339425,-12.675139417256599,0
2.361550259200877,4.8060017189879565,8
-8.171541223161011,3.062613541011508,3
-6.027143865283869,-9.676684526673073,2
2.922988565663392,-12.699990966693653,0
15.113185482075243,-2.6028325295148584,7
5.003198732849413,-12.374974969616527,0
-6.427563843388999,-9.331260895200256,2
-9.490065558377538,-3.32150427643657,2
0.7309757932301062,5.850232290897666,5
14.301642019605108,-4.810499743403196,0
-7.651245301309897,3.758637574744863,3
4.965704513165959,-12.33884015449673,0
7.906193242803233,-11.276139916675735,0
-3.2099546658855638,6.441910120449073,4
-0.019328610959212376,6.332932955759404,5
-3.264855722727714,-11.66989927114081,1
-7.77490643189928,-7.754865745628136,2
15.463359781515088,-1.266692506528446,7
-5.227538228820994,5.710500603717164,9
4.741668827247937,-12.413083160190176,0
4.582006430541469,-12.486509312864777,0
-3.7439518115596715,6.400751968084704,4
13.917929061857514,-5.368418374584654,0
14.487308410020445,-4.493186713965631,0
-7.4106775471952275,-8.339231695386117,2
-3.7804241623060957,-11.246087966063948,1
-4.732661511653579,-10.722904528807131,1
2.8097265992245215,4.163466388184396,8
-0.5991416937015942,-12.441791252765196,1
-1.7141610314317288,6.585295277947508,-1
14.104463529216968,-4.980570005894326,0
-7.193561889769158,4.223852618107559,3
-7.259488085264062,4.111431225792397,3
-8.726819727449078,2.0661094228928834,3
2.684674198548363,-12.698329335198821,0
0.0690675830451827,-12.446392925517902,1
13.355862002714009,-6.380245551942348,0
7.273711500427359,-11.606940265437489,0
10.990412883417317,-9.333139299499665,0
3.537502268147329,2.3747737208517448,6
1.3795274406771212,-12.668984842097277,0
-8.827649751887199,1.8459426284220082,3
3.550398046280164,2.870989097825412,6
15.428555611560645,-1.280738907811161,7
-5.153641976359353,-10.466132969042704,1
4.46659302056538,-12.45098599394679,0
-8.311030020362443,-6.88679316849683,2
14.679017139671124,-3.96140019956253,0
4.776608868655002,-12.364255732127573,0
-7.916519778124023,-7.580403989372511,2
-0.4215668693064673,-12.5896232243263,1
7.210463736043633,-11.6089705767287,0
-9.124732106264682,-5.023313827089846,2
-9.58193654722415,-2.2261535693545698,2
-1.7764763739740577,6.540540141256836,-1
-8.767097888962436,-5.92696746038841,2
5.179768309741906,-12.291926899581924,0
13.268061281626311,-6.604397965114826,0
-1.927681463178099,-12.148204251903836,1
5.459558746503191,-12.250323384289258,0
-6.5492248690635115,4.894218608494916,3
14.955076751972364,-2.894573555245377,7
-7.129187139823661,4.225524037282283,3
-6.202929185103714,5.148183831808554,3
-3.4059651248089264,-11.547986805034965,1
-8.620893210943049,2.3326227792178655,3
-7.916728473236951,-7.486297064543423,2
-6.429562865025263,-9.289391349973785,2
2.1579895704544367,-12.64949967093306,0
9.974013250814279,-9.968123769406658,0
11.977850830809741,-8.146163450602375,0
1.7660053891759495,-12.78532870898704,0
3.430370562307645,-12.611322088712843,0
-9.573751442221011,-3.0377693891090938,2
12.58279692231334,-7.481343423990604,0
-3.157666623250262,-11.698876024146047,1
13.754432864752289,-5.743705490021328,0
-8.345505303561078,-6.900965810064834,2
-9.39535191571621,-4.267851624000371,2
-9.499756153537476,-0.34050130726899225,3
1.8820134266804385,-12.652416178869835,0
-3.0682195256479945,-11.600844577543889,1
11.19971010033302,-8.991975062911532,0
2.9268764252480732,4.010124018999055,8
-8.344750890063183,-6.769777479623564,2
0.016592836424205795,-12.594748599409694,1
2.9459945744916523,-12.69614797283813,0
-3.731039746603048,6.330518830995461,4
