V1,V2,V3,V4,V5
54.96714153,118.523551,191.9806631,231.134443,216.2410863
48.61735699,138.1883328,177.7390105,177.9525713,242.7740665
56.47688538,72.02864852,151.7889111,167.2720447,210.379004
65.23029856,111.2593847,130.5918967,199.8650217,234.6019235
47.65846625,86.98714862,170.9466994,193.1926151,155.3192667
47.65863043,90.25749232,161.8045616,181.870878,260.6646854
65.79212816,88.15212152,176.8557966,227.8554979,250.0602738
57.67434729,82.72018461,169.0551541,238.2122083,209.1455684
45.30525614,100.9704326,181.4865815,203.5362755,282.9622834
55.42560044,83.38099767,133.9429437,259.1012032,296.8785069
45.36582307,105.4091365,189.521822,154.3324354,169.6220068
45.34270246,98.99523781,155.9279881,192.2536216,211.8637611
52.41962272,95.22103906,212.2578262,171.3271072,211.5428825
30.86719755,81.84872676,129.3243655,125.3385353,203.0048449
32.75082167,88.46457339,202.0789141,196.6927726,291.4737421
44.37712471,115.1078245,155.9373235,195.1300997,240.3086931
39.8716888,110.0183438,130.4574599,260.5379897,236.7742579
53.14247333,80.4488951,135.483425,225.2324674,149.8068818
40.91975924,101.9866461,140.3895808,159.032527,281.7709015
35.87696299,115.0277425,162.7249784,274.1637027,188.0370803
64.65648769,66.61189438,165.6850646,248.8413478,252.9966315
47.742237,110.8672038,132.7889999,223.2839081,263.8688469
50.67528205,86.74752482,149.2693622,190.940636,318.0329298
35.75251814,111.4119734,214.2681108,161.6224305,184.55898
44.55617275,84.73481687,201.8262951,185.111729,99.02439221
51.1092259,63.90235799,163.0897101,243.5499448,259.1924772
38.49006423,67.44915124,151.1401043,275.3834522,340.0255591
53.75698018,100.9616989,153.6009398,261.7297411,311.9473176
43.9936131,105.19445,168.4055392,180.4460231,260.4829708
47.0830625,81.9136675,119.316223,155.2153027,225.4181907
43.98293388,112.7718492,142.2787039,205.6354499,290.3561298
68.52278185,66.76959875,99.94247778,129.2624254,201.32269
49.86502775,98.67840403,161.9766937,212.9267086,273.8178885
39.42289071,75.779676,169.4158782,194.0958965,275.273508
58.22544912,86.96327784,135.5044061,181.3585399,303.0104954
37.7915635,100.9479734,197.2196029,136.2118773,387.9830019
52.08863595,82.79173269,113.2270301,220.5440043,269.6207984
30.40329876,92.30888912,106.0687536,178.6919664,224.5518187
36.71813951,120.1258562,156.7335546,153.2033266,248.7212844
51.96861236,88.46216261,181.4129491,85.10951147,161.5462048
57.3846658,116.7138422,200.5178307,198.8994038,215.2643434
51.71368281,77.40586291,136.2334721,270.8900639,229.5358781
48.84351718,110.5960836,182.360425,266.4503686,223.7955801
46.98896304,128.8313724,148.8447459,181.7161497,257.6177436
35.2147801,50.56711,144.821181,175.9115176,208.8790034
42.80155792,84.06209489,176.5097981,218.7509702,306.0515334
45.39361229,111.5414425,169.5696864,160.0645824,250.0103532
60.57122226,95.93909228,102.7082353,212.071676,249.5349839
53.4361829,107.4229175,194.2962105,230.6432111,233.6052642
32.36959845,87.92029627,191.4027406,249.077329,257.7595342
53.24083969,101.7317957,131.233119,195.9938369,291.2549132
46.1491772,96.88645529,161.874106,191.85305,206.6434892
43.23078,123.3556412,164.8209056,164.8806965,217.0941755
56.11676289,105.0884169,157.820213,166.9247858,234.8136986
60.30999522,106.7520532,133.4908454,190.9408443,182.7064538
59.31280119,91.76246068,129.851299,214.6946203,209.037107
41.60782477,90.24787552,149.2333779,236.543385,226.1889563
46.90787624,91.34883624,185.1818706,167.872842,293.719459
53.31263431,107.8890428,166.3080046,259.7075428,263.1280665
59.75545127,91.58031038,138.88157,189.155056,259.6794956
45.20825762,105.7954971,173.1509613,199.1453082,292.5448981
48.14341023,141.508016,64.54372138,170.1115328,243.1314106
38.93665026,117.4224941,184.462971,103.0303896,269.5232425
38.03793376,93.47952936,97.80858664,235.3618159,244.8389124
58.12525822,124.0242784,139.1267718,229.4737559,263.2681175
63.56240029,91.83849254,116.4099032,188.7468977,220.8620671
49.27989878,59.2375093,111.1595557,202.6796287,128.0591421
60.03532898,79.83827378,184.8248036,220.6375687,243.2860419
53.61636025,62.58416158,135.968964,137.4981657,321.1374068
43.54880245,92.96973032,160.3951165,178.8378929,296.3107701
53.61395606,100.3683676,148.5923826,231.7705872,298.2698742
65.38036566,133.5287462,164.3112248,149.8284231,311.8065361
49.64173961,106.5385475,152.3046567,211.7423173,254.4328795
65.64643656,95.61798942,111.5102333,145.7367278,259.8657854
23.80254896,116.5881116,179.8880046,218.6571993,219.1174052
58.21902504,55.77729382,135.1873025,198.5743407,234.1963572
50.87047068,104.7122912,103.302543,135.3947274,280.7885575
47.0099265,115.4173039,137.1565452,246.5895742,310.1942219
50.91760777,70.42827508,195.0227937,170.6163369,243.0276862
30.12431085,122.8750809,175.5066523,167.5899025,227.4905368
47.80328112,106.7699281,139.540436,208.0227679,250.0263979
53.57112572,91.69424172,139.5222689,245.945494,280.0603374
64.77894045,112.6556373,140.3509485,159.3671272,177.8072592
44.81729782,145.4138572,212.3024395,202.467194,135.1909523
41.91506397,103.6373251,161.4580636,217.15266,222.4731575
44.98242956,104.9644117,162.9012494,227.7242243,188.9643787
59.15402118,90.81278201,180.9085036,207.0576622,224.5929901
53.2875111,83.00311261,157.1636748,185.3188864,242.6109841
44.70239796,116.6067163,142.2287356,166.8963912,227.3375795
55.13267433,82.87832348,144.1095045,203.4457553,322.6233767
50.97077549,101.4313247,147.8519622,157.1144395,266.3372382
59.68644991,90.44685106,148.8833329,83.14598066,265.023718
42.97946906,109.5795965,171.8288863,217.4623922,281.1103572
46.72337853,106.6732421,151.5583766,236.1573936,193.0583441
46.07891847,120.7507989,171.9792023,105.4827026,301.9555894
35.36485052,89.79967202,147.5785026,159.6107718,246.2117857
52.96120277,94.60250129,152.3590557,224.7661704,283.5240309
52.61055272,80.42472568,90.05397946,282.2998188,196.4071383
50.05113457,91.1141348,177.4898302,200.8317483,172.3120617
47.65412867,107.5460099,160.3946543,170.8798824,290.8944829
35.84629258,115.1397723,179.9403033,192.6841424,268.8204763
45.79354677,81.55669352,63.11233865,254.9950568,204.8974223
46.57285483,117.3921184,212.6512411,174.1614328,206.5168459
41.97722731,127.1127572,145.8123112,168.0323197,306.2717392
48.38714288,108.2686981,183.2454845,180.6902591,190.5294054
54.04050857,137.5359163,118.8028222,161.8668557,332.1336477
68.86185901,84.52421602,168.3832172,204.9068126,204.9689633
51.74577813,75.10690593,118.3975331,264.9871383,281.9195963
52.57550391,64.42559502,131.2869312,212.9231709,233.5690762
49.25554084,129.9208862,207.4209406,189.9058599,280.1593716
30.81228785,113.0873131,144.279528,188.3275492,222.7942999
49.73486125,98.88830658,156.5229862,137.4723677,241.8603547
50.6023021,105.5993725,176.1020319,235.3243911,252.0459588
74.63242112,77.49021905,164.8704566,196.8865121,199.8906272
48.07639035,148.9150396,154.5125672,192.7808035,287.0412173
53.01547342,102.5844236,160.9488301,327.7243027,224.3393217
49.6528823,102.1878959,222.1024676,211.9501163,238.5700042
38.31321962,114.5153325,148.2714361,169.928358,200.2825313
61.42822815,109.6201846,156.0329714,182.9456962,121.8833171
57.51933033,104.4776805,181.5196319,245.9378284,240.4486119
57.91031947,84.19051089,183.165778,204.5308164,370.6307711
40.90612545,109.4293671,185.6109092,142.4688809,289.2302144
64.02794311,137.6404899,169.1619067,236.7691574,249.036981
35.98148937,126.9084009,115.7098526,173.2742366,236.8554585
55.86857094,131.8637325,199.002946,274.931911,251.1232946
71.90455626,89.77568647,115.6096382,243.2019226,277.3559558
40.09463675,80.20790359,159.079064,182.1071242,190.9593592
